# q qerr I(q) I(q)err
5.153718691225102067e-01 1.714451086805060781e-04 8.362720403022670668e-02 1.257963581772766556e-02
5.159638965496737839e-01 1.718032605492511686e-04 7.013118062563067356e-02 1.167643384249347251e-02
5.165518752094879762e-01 1.703673738288526021e-04 7.000510986203373198e-02 1.208431888671882871e-02
5.171382897819503111e-01 1.718736233808329961e-04 7.501293326435592990e-02 1.291846402380479944e-02
5.177334238168984637e-01 1.727845874643021572e-04 7.631160572337042369e-02 1.234189041234002790e-02
5.183235612012496718e-01 1.677609585078787872e-04 7.499999999999999722e-02 1.302404821502640281e-02
5.189104309499940060e-01 1.702807025209522758e-04 7.700831024930747393e-02 1.305236694654618793e-02
5.195018845069055979e-01 1.700273012132873620e-04 7.042253521126760896e-02 1.241283470586156124e-02
5.200935928350546300e-01 1.705394185883833170e-04 7.424328954882923604e-02 1.249057616366625392e-02
5.206853306672823978e-01 1.723590989278983652e-04 7.097882083571836753e-02 1.235962225495417649e-02
5.212753253032011980e-01 1.678065428920814950e-04 7.436049970255799446e-02 1.308186142790578911e-02
5.218639204202136783e-01 1.728963644697077164e-04 6.639487478159580847e-02 1.253583720923281269e-02
5.224561335691352282e-01 1.680857685589157559e-04 6.291591046581972158e-02 1.230014933417360873e-02
5.230454502676780137e-01 1.718824505401477431e-04 6.227544910179640819e-02 1.229136309464074275e-02
5.236361593243142876e-01 1.694375102290933074e-04 7.343941248470012284e-02 1.332296740712303473e-02
5.242266792094426586e-01 1.693532009121204802e-04 7.182662538699689792e-02 1.294853660962744235e-02
5.248146386953896902e-01 1.708009110946069630e-04 7.227414330218068228e-02 1.302629824397803608e-02
5.254072755604587419e-01 1.709224097336221404e-04 6.104468219005663998e-02 1.265355646727085552e-02
5.259993113950149901e-01 1.716626883885297974e-04 6.075949367088607361e-02 1.230005310334442679e-02
5.265909442769124427e-01 1.692847391597557152e-04 7.433742727860374877e-02 1.356463408405906602e-02
5.271874863685630519e-01 1.707003380670871033e-04 6.144200626959247374e-02 1.217259282454744018e-02
5.277732633470015866e-01 1.685089074965861989e-04 6.109725685785535876e-02 1.222922231347099882e-02
5.283640794867144885e-01 1.710345780516641821e-04 5.950212507589557054e-02 1.191900976866663679e-02
5.289555839671186144e-01 1.707924010384226452e-04 6.658595641646489205e-02 1.271428529931933372e-02
5.295438507839346221e-01 1.683216662007398139e-04 5.518087063151441013e-02 1.147408022763261697e-02
5.301377033228127367e-01 1.750204178651312381e-04 6.908665105386416205e-02 1.277945624718310191e-02
5.307331368624660373e-01 1.670650908021949601e-04 7.199511897498474255e-02 1.340663991268990080e-02
5.313190887880122615e-01 1.689078345738266736e-04 5.183845690174804233e-02 1.106182603682489066e-02
5.319069197246830694e-01 1.694567358161775045e-04 6.863335340156531683e-02 1.305232326095967683e-02
5.325012546134062497e-01 1.726711821789683634e-04 6.287069988137604371e-02 1.193961698262012427e-02
5.330918811569222981e-01 1.692527279995794819e-04 5.123568414707654894e-02 1.061713872870632958e-02
5.336788439352133651e-01 1.670058786620058297e-04 6.147291539866098914e-02 1.279042977375791958e-02
5.342706395561080956e-01 1.729810402320823982e-04 4.764705882352941041e-02 1.101449475333835665e-02
5.348648306006058561e-01 1.682647147658482615e-04 6.570223025919227910e-02 1.227737979148894008e-02
5.354573151815602561e-01 1.711209559011708824e-04 4.801422643746295488e-02 1.034100889601704230e-02
5.360456374232965837e-01 1.672539378824755866e-04 5.109489051094890516e-02 1.078446723422754085e-02
5.366340378328644523e-01 1.705473056932205525e-04 4.727707959305804675e-02 1.071070471998675222e-02
5.372265634607734652e-01 1.710262855585367085e-04 5.482717520858164384e-02 1.208849029796701079e-02
5.378162514988724663e-01 1.662000999272273555e-04 5.372405372405372748e-02 1.131393653270883551e-02
5.384043996347408489e-01 1.694089933597639540e-04 5.402160864345738334e-02 1.123928779206035539e-02
5.389962489535449208e-01 1.697291368117690271e-04 4.756170981336544507e-02 1.077378024334657569e-02
5.395919617667741530e-01 1.710591656711954749e-04 4.895522388059701802e-02 1.085826519741611360e-02
5.401846042594279362e-01 1.690592892991244194e-04 5.177603853100541664e-02 1.117432715140898557e-02
5.407701021536931441e-01 1.642781183053758462e-04 4.034761018001241373e-02 1.021399846920627817e-02
5.413538715184713634e-01 1.707630173318123816e-04 5.758848230353929426e-02 1.179368642344763574e-02
5.419463952783695193e-01 1.681821143996168515e-04 5.545399146861669515e-02 1.120952396262548528e-02
5.425397290105719028e-01 1.707881836201995628e-04 5.811863391252247019e-02 1.159585689962988261e-02
5.431309594901045923e-01 1.664773076801432977e-04 5.853357979051140164e-02 1.192946221432334732e-02
5.437196821392746848e-01 1.695166850926972343e-04 4.814137720901889156e-02 1.063687481175333224e-02
5.443113340657591559e-01 1.707871672079411133e-04 4.984802431610942108e-02 1.052459779171955115e-02
5.449028313182491257e-01 1.667545424277262940e-04 4.551122194513716052e-02 1.035294098616256278e-02
5.454868622199261496e-01 1.681441175729461788e-04 4.466501240694788905e-02 1.009144953673686562e-02
5.460784677459529224e-01 1.702056901952271844e-04 5.398773006134969382e-02 1.136802870018051477e-02
5.466760571665623125e-01 1.711118399584786074e-04 5.555555555555555247e-02 1.148201641336028984e-02
5.472666404866266543e-01 1.662729703006328062e-04 5.723270440251572444e-02 1.168961730800716428e-02
5.478549035883943930e-01 1.686606100992289238e-04 5.669781931464174668e-02 1.196397289650569760e-02
5.484480310984342077e-01 1.719994946006332269e-04 4.917025199754148507e-02 1.092110476355920984e-02
5.490399986060766624e-01 1.665866909412136746e-04 4.256670902160101383e-02 1.013528859798901345e-02
5.496299856142879969e-01 1.711002032995298375e-04 4.207920792079208189e-02 1.009235850568979999e-02
5.502173487286919906e-01 1.632197523871991847e-04 4.474708171206225743e-02 1.078715716035790438e-02
5.508056926029768485e-01 1.723358634426115676e-04 5.055487053020962102e-02 1.120477575755576653e-02
5.513994964767733320e-01 1.670801262970247924e-04 4.901336728198599918e-02 1.152637701708377448e-02
5.519895734529922660e-01 1.693014203778282615e-04 5.597484276729559893e-02 1.183365369520058934e-02
5.525789565176528750e-01 1.678453141766578780e-04 5.149396058486967881e-02 1.175252649158065217e-02
5.531712374771465823e-01 1.704018287987347038e-04 4.143126177024482326e-02 1.082319627960343436e-02
5.537630994250286598e-01 1.684603489737931373e-04 4.949238578680203310e-02 1.141631534768211553e-02
5.543514329753459480e-01 1.666368441492760693e-04 5.758157389635316925e-02 1.209041113967884197e-02
5.549381731008247165e-01 1.675610852431773346e-04 5.118362124120281326e-02 1.135747516084193061e-02
5.555298149176691735e-01 1.715063084663280633e-04 4.645323289391085908e-02 1.063219021768503462e-02
5.561254476195237606e-01 1.692599946746216669e-04 5.717916137229987067e-02 1.161374434026634685e-02
5.567150007621727292e-01 1.674723324520601558e-04 5.195638229634381294e-02 1.130895348214867695e-02
5.573020837314542897e-01 1.674123409191745121e-04 4.887459807073955137e-02 1.116083875235389204e-02
5.578946934868868057e-01 1.714574837324218709e-04 3.914141414141414366e-02 9.873298003488389235e-03
5.584892470742098824e-01 1.697888021401801871e-04 4.209183673469387571e-02 1.070429878126553935e-02
5.590788177344683252e-01 1.669683624879238508e-04 3.888528839922229113e-02 1.030140319751427641e-02
5.596643964695154905e-01 1.685500993509731176e-04 4.322580645161290536e-02 1.089372278196085522e-02
5.602538960909239085e-01 1.698497451403350881e-04 4.939063502245028686e-02 1.174870687130325463e-02
5.608484752144464736e-01 1.708349349517528700e-04 3.694267515923566753e-02 1.210368672752622048e-02
5.614396060179563941e-01 1.677493847035939280e-04 3.376623376623376360e-02 1.182861492591808471e-02
5.620274845813778564e-01 1.685496353916127394e-04 4.280155642023346363e-02 1.187684749098473838e-02
5.626198539877783622e-01 1.721674944315956346e-04 5.796178343949044687e-02 1.272407764475062993e-02
5.632127885079621921e-01 1.678739665360903636e-04 6.531678641410842978e-02 1.328179673319162570e-02
5.637997080871622879e-01 1.691144193679759136e-04 5.386112913692407689e-02 1.184047374618828717e-02
5.643903873308043773e-01 1.703811590479793162e-04 5.627425614489003913e-02 1.243798439212425062e-02
5.649841286986529987e-01 1.722121565294044119e-04 5.185659411011523529e-02 1.156380800431224334e-02
5.655755097680315036e-01 1.681360177891461235e-04 4.696673189823874495e-02 1.075246669655451418e-02
5.661625975658250987e-01 1.678399859325292525e-04 4.895561357702350042e-02 1.125905939901149407e-02
5.667506636906283202e-01 1.702281670096366403e-04 5.109961190168176015e-02 1.155637233119993779e-02
5.673455751828023752e-01 1.727045284634123857e-04 5.054382597568778113e-02 1.157052878038616374e-02
5.679366277562070131e-01 1.692985281386308555e-04 5.417754569190600528e-02 1.162969599068541283e-02
5.685215454582180916e-01 1.680895509108195501e-04 4.596191726854891718e-02 1.083570439825695328e-02
5.691134270517598237e-01 1.737597645350485520e-04 4.640813731722822494e-02 1.055230668571851410e-02
5.697067138775008255e-01 1.691277085263261874e-04 4.251144538914323340e-02 1.059726850640500644e-02
5.702959192650530751e-01 1.712730134310065492e-04 4.771115409413281827e-02 1.105908821660329076e-02
5.708861244705175642e-01 1.698918220532579339e-04 4.755700325732899192e-02 1.153816665925953312e-02
5.714778453188270602e-01 1.726768007468287597e-04 4.375804375804375618e-02 1.033361602778675933e-02
5.720702435276100450e-01 1.724010187652474718e-04 3.806451612903225673e-02 9.863794192570204955e-03
5.726584229332499776e-01 1.687261113265464078e-04 4.878048780487805047e-02 1.084839817356992100e-02
5.732444503331318719e-01 1.724073001384048703e-04 4.513217279174726315e-02 1.094068748064306804e-02
5.738362221086032999e-01 1.713831099121933830e-04 4.619388418998048029e-02 1.065604376806542943e-02
5.744289715419621523e-01 1.743312248941787277e-04 4.353393085787451988e-02 1.043406059972796715e-02
5.750208184090643826e-01 1.708476552075960365e-04 4.104234527687296297e-02 1.025589971711914419e-02
5.756142833064374909e-01 1.734450069766624834e-04 4.311454311454311628e-02 1.086620694083213247e-02
5.762037980809856519e-01 1.725866339683884915e-04 4.229017566688354074e-02 1.022956087129284902e-02
5.767936497455977696e-01 1.724549071819758879e-04 4.036458333333333565e-02 1.049162986039177750e-02
5.773888832324269860e-01 1.767577637385577634e-04 3.989867004433185482e-02 9.819556987846100177e-03
5.779814539688290509e-01 1.694044816455462610e-04 4.560475875743556090e-02 1.083553423003949176e-02
5.785717723113313893e-01 1.750988238125881298e-04 4.525175270873167677e-02 1.059214197710982124e-02
5.791623477256648833e-01 1.705922034394104008e-04 5.111402359108781213e-02 1.192121984003362972e-02
5.797504861166343781e-01 1.728351346900865659e-04 4.657179818887451778e-02 1.139390546471189501e-02
5.803408556898701498e-01 1.741865993283366629e-04 5.256410256410256471e-02 1.163925585667665089e-02
5.809323508054869967e-01 1.714931221280146167e-04 3.838646714378659425e-02 9.612644161656349814e-03
5.815263878524943308e-01 1.767159572539498313e-04 4.962311557788944699e-02 1.081697329780183410e-02
5.821203848566537387e-01 1.697970646073452584e-04 4.960835509138381005e-02 1.161040374138177372e-02
5.827080466578514750e-01 1.729223399673909041e-04 4.294871794871794879e-02 1.052905248271442454e-02
5.832976444369327718e-01 1.726807652431278236e-04 4.743589743589743390e-02 1.141985974897646687e-02
5.838884769329685254e-01 1.713781505574076035e-04 4.586563307493540104e-02 1.058203141794832915e-02
5.844771597714204514e-01 1.745031811571092579e-04 4.755865567533291288e-02 1.051234995446334065e-02
5.850670722267635737e-01 1.698381346751287244e-04 4.161248374512353798e-02 1.046550347902406274e-02
5.856577006392709173e-01 1.755391044936842684e-04 4.654088050314465069e-02 1.065180294391486308e-02
5.862537292418000812e-01 1.731561342994213494e-04 4.142766093052899917e-02 1.092051893436322800e-02
5.868471588573248576e-01 1.720757328736274481e-04 3.964194373401534743e-02 1.015332493958919814e-02
5.874329821896313586e-01 1.702316134240890210e-04 4.080310880829015469e-02 1.003774571642949108e-02
5.880222690813705633e-01 1.725973993655018784e-04 4.539641943734015056e-02 1.062527036638290755e-02
5.886142336475962411e-01 1.740840465274319949e-04 4.565630944831959581e-02 1.075096399166818387e-02
5.892020122081771394e-01 1.684623723916972592e-04 4.196721311475409832e-02 1.007171598702785893e-02
5.897936169181408061e-01 1.770264999302076868e-04 3.733665214685749634e-02 1.004721511386949713e-02
5.903917240002780620e-01 1.714020875771982296e-04 3.403982016698779700e-02 9.855043730609556324e-03
5.909820754405534782e-01 1.710419086341524611e-04 4.423076923076923322e-02 1.051595412562570525e-02
5.915689486948010334e-01 1.696135442376430608e-04 3.617571059431524266e-02 9.647933158483180602e-03
5.921603134056356854e-01 1.726422892393083717e-04 4.406130268199233424e-02 1.077184552394554878e-02
5.927531545090851672e-01 1.747790564431340359e-04 4.098360655737704611e-02 1.022354844209378416e-02
5.933437933870141512e-01 1.677244155295932191e-04 4.954367666232072781e-02 1.159560091693365505e-02
5.939321360675434702e-01 1.731159113508538849e-04 5.160478288231592353e-02 1.169545422958966421e-02
5.945245198909864248e-01 1.694646587186924961e-04 5.398457583547557753e-02 1.244519395322631235e-02
5.951158362486576037e-01 1.723596918537200872e-04 5.113636363636363952e-02 1.167275189556355071e-02
5.957035049158402318e-01 1.684580505905618425e-04 5.544809800128949057e-02 1.259796077006418435e-02
5.962918200113678235e-01 1.707630462010019726e-04 4.510800508259212027e-02 1.084937246693793052e-02
5.968861491637964534e-01 1.740747078914888087e-04 2.867830423940149684e-02 8.354893183658632094e-03
5.974780852723263758e-01 1.680939670323536533e-04 3.153153153153152866e-02 8.876476063016740595e-03
5.980645754748151743e-01 1.703575729420912267e-04 4.235145385587863603e-02 1.008509550139852044e-02
5.986568118467692212e-01 1.710060622484841405e-04 3.587161736941472945e-02 9.478002631441341183e-03
5.992497192904148173e-01 1.703606087582806980e-04 3.987341772151898472e-02 9.813462230281176299e-03
5.998377510018506609e-01 1.699847592356944193e-04 3.934010152284263956e-02 9.922493352543779871e-03
6.004280660828973382e-01 1.698432068175368716e-04 3.682539682539682363e-02 9.308251867180048281e-03
6.010178622132381632e-01 1.711845997618940182e-04 3.274559193954659775e-02 8.932402415555784972e-03
6.016083661911323377e-01 1.689486882145002904e-04 3.001277139208173572e-02 8.457154749859155385e-03
6.021994190256843016e-01 1.724707540677548054e-04 2.939337085678549177e-02 8.464798047262885386e-03
6.027938078042590631e-01 1.698497069662136991e-04 3.600758054327226482e-02 9.184886805538873197e-03
6.033850409888847910e-01 1.684596042791198600e-04 3.694267515923566753e-02 9.337350360737423777e-03
6.039725125715472709e-01 1.702717976795587959e-04 4.243191893603546344e-02 9.949962200621265823e-03
6.045623220450643265e-01 1.691393468075345484e-04 3.760356915232632158e-02 9.584742175258223126e-03
6.051551238028256563e-01 1.726129663481092732e-04 3.489096573208722712e-02 9.469854637922230436e-03
6.057432855819689932e-01 1.644899536335056079e-04 3.127035830618892648e-02 9.080797649191575324e-03
6.063340685187669221e-01 1.739103697406872251e-04 3.516347933374459889e-02 9.450161187113132605e-03
6.069287691399110063e-01 1.672731712679018340e-04 3.076923076923077094e-02 9.112465004674105001e-03
6.075172112731659357e-01 1.692103649477806691e-04 4.245880861850443583e-02 1.084737098717706606e-02
6.081055790995832933e-01 1.685625644446101413e-04 3.569152326322498625e-02 9.683687140099211596e-03
6.086938903528951172e-01 1.688302354520139731e-04 3.250478011472275608e-02 8.957730376343030210e-03
6.092887788536709426e-01 1.727730847747953726e-04 3.843769373837569586e-02 9.545303076594464919e-03
6.098810906135700982e-01 1.645360060150258372e-04 3.818770226537216567e-02 9.730894359900568030e-03
6.104664152848917613e-01 1.687984411994455545e-04 3.807106598984771884e-02 9.617676069546474832e-03
6.110573830239782733e-01 1.701356221726579268e-04 4.229797979797979973e-02 1.122461011527993088e-02
6.116526726900778366e-01 1.702250398731983074e-04 3.526448362720403101e-02 9.727763156665746730e-03
6.122436171391016924e-01 1.677693518572027562e-04 3.503184713375796094e-02 9.602382803702657829e-03
6.128311499394093476e-01 1.666093443615323621e-04 3.984575835475578226e-02 1.020458395167960462e-02
6.134204090835347900e-01 1.712468521318409804e-04 3.389830508474576259e-02 9.708480871890105487e-03
6.140110431606341512e-01 1.666203311203551479e-04 4.048843187660668141e-02 1.027594188645638597e-02
6.146005736328029601e-01 1.694473161552578766e-04 3.280757097791798388e-02 9.118570164556485946e-03
6.151915500107048018e-01 1.681446460166510976e-04 3.256704980842911601e-02 9.147767174647582211e-03
6.157856765373821428e-01 1.719214452619770381e-04 2.998126171143035770e-02 8.711497351001616998e-03
6.163775748517246189e-01 1.664392780246954663e-04 3.020565552699228801e-02 9.053546632965358068e-03
6.169637431195748034e-01 1.674671705644503142e-04 3.331197950032030453e-02 8.908962124284346140e-03
6.175541248980818132e-01 1.710044419203548475e-04 3.144654088050314461e-02 8.760247185787861310e-03
6.181469890227214714e-01 1.680541804434305432e-04 2.618135376756066529e-02 8.850303861408906347e-03
6.187376587064505884e-01 1.691322074135419415e-04 2.783048703352308806e-02 8.301738672527063032e-03
6.193269517632978838e-01 1.663533459683023171e-04 2.699228791773778877e-02 8.058597291893496162e-03
6.199181775930110438e-01 1.707262166028089632e-04 3.715365239294710076e-02 9.472113719087110056e-03
6.205101404794344244e-01 1.689847572607167320e-04 2.673456397199236098e-02 7.982650918364839893e-03
6.211003253077170827e-01 1.676987329264858389e-04 3.516624040920716260e-02 1.011636186874561444e-02
6.216879154337381364e-01 1.680480776333732147e-04 3.828972559029993755e-02 9.508513777676209575e-03
6.222779080478444413e-01 1.684084125999129667e-04 3.569152326322498625e-02 9.520927991132769816e-03
6.228721580246854295e-01 1.713833699664788076e-04 4.077791718946047889e-02 1.017319428413903347e-02
6.234634123075086798e-01 1.665828102140222823e-04 3.477141017385704941e-02 9.291883498701787245e-03
6.240523906265910137e-01 1.690427548960905964e-04 3.301587301587301931e-02 9.175595022667201381e-03
6.246427333658454151e-01 1.686574258388323037e-04 3.316326530612245110e-02 1.002906340713212614e-02
6.252305166734306585e-01 1.672130510220547314e-04 3.729903536977492023e-02 9.919255610305337603e-03
6.258202281378192344e-01 1.701942708579403556e-04 4.490828589500316104e-02 1.065886807730031909e-02
6.264084977148812738e-01 1.664898624016172932e-04 3.883495145631067624e-02 1.074802317524765037e-02
6.270024086302903310e-01 1.739580946435152103e-04 3.724394785847300049e-02 9.568671877576607684e-03
6.275973178228848592e-01 1.673828890475894987e-04 3.541532517707662864e-02 9.199558416725910764e-03
6.281847765717905041e-01 1.683435354207919829e-04 2.683706070287539963e-02 8.395793847951554811e-03
6.287704848688289161e-01 1.669398796871779823e-04 3.686934023285898948e-02 9.901068627502684211e-03
6.293620938333044368e-01 1.732133597244958200e-04 4.010025062656641381e-02 1.024070086304642961e-02
6.299576972356409899e-01 1.702275335154716644e-04 3.694267515923566753e-02 1.044214126028862252e-02
6.305492026315400178e-01 1.696787121579761289e-04 3.824091778202676900e-02 9.978129335218702267e-03
6.311387789404703241e-01 1.689689147222469482e-04 3.976908274534958487e-02 1.049153634159863402e-02
6.317264742400553468e-01 1.697796973395611787e-04 3.262955854126679128e-02 9.165064994409050439e-03
6.323174320316575781e-01 1.707476452547490565e-04 3.180661577608142471e-02 8.859050889773895446e-03
6.329109701139461475e-01 1.716062954954439604e-04 2.661596958174904798e-02 7.947696880893473370e-03
6.335013134902192089e-01 1.694266721848003616e-04 2.446877012234385113e-02 7.894746718365895644e-03
6.340895359905467377e-01 1.712814388930160758e-04 2.613129381771829227e-02 8.094979997714803546e-03
6.346806492922153486e-01 1.707773350494756531e-04 2.744097000638161948e-02 8.473105440972071231e-03
6.352700654986771500e-01 1.698360434123211062e-04 2.249357326478149122e-02 7.373445931312796152e-03
6.358596687118148738e-01 1.722326614594662749e-04 1.909611712285168642e-02 6.772994092138508691e-03
6.364518893475564765e-01 1.725616699391734489e-04 2.929936305732484120e-02 9.568103194544756718e-03
6.370414214194393132e-01 1.706596040123592060e-04 2.570694087403599046e-02 7.869578413012400658e-03
6.376290542780934656e-01 1.706283952172753899e-04 2.697495183044315917e-02 8.248201058073667546e-03
6.382196318058587226e-01 1.731533426377768214e-04 2.738853503184713462e-02 8.079556250399324430e-03
6.388152853051093372e-01 1.757580644585630600e-04 2.137020741671904339e-02 8.295264740836272646e-03
6.394099266107076129e-01 1.717040071750064467e-04 2.374839537869062947e-02 7.566588469193807030e-03
6.399975864039549878e-01 1.714879783770717752e-04 1.738570508692852470e-02 8.615583954489840907e-03
6.405893025378666117e-01 1.750390165262651542e-04 2.528445006321112382e-02 8.499053669604112946e-03
6.411807732078965705e-01 1.721310015120806176e-04 1.872175597159457874e-02 9.846001922851420340e-03
6.417743367136807819e-01 1.697959947757452946e-04 2.397260273972602607e-02 7.852730450838323745e-03
6.423620085916605937e-01 1.689014589758825835e-04 3.177966101694915113e-02 9.753614055085277346e-03
6.429543946462167314e-01 1.726729529894646751e-04 2.471751412429378653e-02 9.611395688081848451e-03
6.435452402197302524e-01 1.681990925333747412e-04 1.918819188191881950e-02 9.548767995666451736e-03
6.441367646580533624e-01 1.725245466403632817e-04 2.414045354791514303e-02 9.963300583563606747e-03
6.447275012518778325e-01 1.686727103950569622e-04 2.135774218154080917e-02 9.858290892794652899e-03
6.453182927874075991e-01 1.732799771854184987e-04 1.655379984951091052e-02 8.560913231678958860e-03
6.459125575823795318e-01 1.694376565138569881e-04 2.484472049689440826e-02 8.508494550201251005e-03
6.464990345237422442e-01 1.676391523667208558e-04 3.177124702144559082e-02 1.109862551617913674e-02
6.470847899767200317e-01 1.697722088907869923e-04 2.474062250598563564e-02 8.609104560108672352e-03
6.476787702244126699e-01 1.741350475285136892e-04 2.841357537490134255e-02 9.911914487113421615e-03
6.482718066581836247e-01 1.688516152659124369e-04 2.791461412151067384e-02 9.260290318941100107e-03
6.488589842952339204e-01 1.692391350331540212e-04 2.062706270627062688e-02 8.009839269030932449e-03
6.494526509012357174e-01 1.723459152227419303e-04 2.054231717337715729e-02 7.977243437714234831e-03
6.500425225915699157e-01 1.685464001390221721e-04 2.896081771720613457e-02 9.602541255561512085e-03
6.506330685614949427e-01 1.725044553631320760e-04 2.768456375838926342e-02 9.323392512091710840e-03
6.512244172507650752e-01 1.684422353946588816e-04 2.343750000000000000e-02 8.745495922269997183e-03
6.518130819084777539e-01 1.713791425776402461e-04 1.642178046672428809e-02 7.330792598695687681e-03
6.524068412791782512e-01 1.721521372567815032e-04 2.083333333333333218e-02 9.558897721536119274e-03
6.529971284238436091e-01 1.681821097231841079e-04 1.523297491039426500e-02 7.193608401757341578e-03
6.535839052591420062e-01 1.704713138438164151e-04 1.429848078641644295e-02 9.240297153582587367e-03
6.541784033273078114e-01 1.728335102844554276e-04 3.030303030303030387e-02 1.004111341110815528e-02
6.547711074157035460e-01 1.702426596687792919e-04 2.561756633119853521e-02 9.714381950530174767e-03
6.553592768105457322e-01 1.692709902682421194e-04 2.851885924563017649e-02 1.198948374579172915e-02
6.559450687447554440e-01 1.674271064947792712e-04 2.806361085126286153e-02 9.911568570728399377e-03
6.565368474398862730e-01 1.742355685868046070e-04 2.010968921389396855e-02 9.415264976070794947e-03
6.571336379733954125e-01 1.718773313401139233e-04 3.454715219421101990e-02 1.154687251507381489e-02
6.577239662300070622e-01 1.683288204167719313e-04 2.679425837320574197e-02 1.082754121865315243e-02
6.583060447945008331e-01 1.668701344508294912e-04 2.636718750000000000e-02 1.019210867852611557e-02
6.588959142096924015e-01 1.738753279105095210e-04 2.178030303030303177e-02 8.813833042482233093e-03
6.594935129634792448e-01 1.712479072723608047e-04 1.642512077294686068e-02 7.752549959564125279e-03
6.600838981352021850e-01 1.695549848616188359e-04 2.938295788442703282e-02 1.072129875439565595e-02
6.606743405865415086e-01 1.708301422911670650e-04 1.768172888015717009e-02 9.380460964823603143e-03
6.612675369638695289e-01 1.723146472242452173e-04 2.068965517241379282e-02 1.200605490529904271e-02
6.618567642614416879e-01 1.684857978495851835e-04 2.330293819655521875e-02 1.132832250950994817e-02
6.624457633964726533e-01 1.709694701327511520e-04 2.515090543259557512e-02 1.013809951986478081e-02
6.630381182785646255e-01 1.713928757403237926e-04 2.545824847250509337e-02 1.026064476409929878e-02
6.636298638491227031e-01 1.721552675324843735e-04 1.430030643513789668e-02 1.232389320406383250e-02
6.642227472583976944e-01 1.700085925375584370e-04 1.139896373056994809e-02 1.092759189757367723e-02
6.648074488818517258e-01 1.659549117183298239e-04 1.925133689839572323e-02 9.305062994814441990e-03
6.653979055504892770e-01 1.743342593783977221e-04 1.756198347107438065e-02 1.086096830990827301e-02
6.659932246782426235e-01 1.707390847597451680e-04 2.771855010660980931e-02 1.051935893899125576e-02
6.665818926356317231e-01 1.691961337800622887e-04 1.939655172413793163e-02 1.297642270025489881e-02
6.671696607843159432e-01 1.683177629983688265e-04 2.069716775599128589e-02 9.221770591630361683e-03
6.677636139126178483e-01 1.733516342369195490e-04 1.074113856068743302e-02 1.113290226117403907e-02
6.683550953382787485e-01 1.695894518238276114e-04 1.777777777777777776e-02 1.148027963232281512e-02
6.689432460023950755e-01 1.702422955158911367e-04 6.637168141592920262e-03 1.062691406858374751e-02
6.695331084251312515e-01 1.690888567069486457e-04 6.726457399103139348e-03 9.324432574776008592e-03
6.701218019443357932e-01 1.708095646067223344e-04 1.343784994400895778e-02 9.282575193283059203e-03
6.707141959365725548e-01 1.711444435719679746e-04 1.121076233183856442e-02 8.770144093036988386e-03
6.713067521258091475e-01 1.698864054346887846e-04 1.477272727272727244e-02 7.981852903619676698e-03
6.718945643946175883e-01 1.695475034527750286e-04 2.071346375143843371e-02 9.482556955408040500e-03
6.724885023695104103e-01 1.744101547353413262e-04 1.799775028121484988e-02 8.750944027918386436e-03
6.730844902498751559e-01 1.697968496250791656e-04 1.506373117033603728e-02 8.138104427441259642e-03
6.736717646242668112e-01 1.683146052307162130e-04 1.992966002344665963e-02 9.392247594503506589e-03
6.742602019279804182e-01 1.705525578789860927e-04 1.288056206088993016e-02 1.098826135409448033e-02
6.748547402285233199e-01 1.745988686984004969e-04 2.771362586605080960e-02 1.227525179024569965e-02
6.754459643494172827e-01 1.676922412756893892e-04 2.163461538461538408e-02 1.044727320057065902e-02
6.760314832925744533e-01 1.691177315329314397e-04 1.312649164677804313e-02 7.717197617338321380e-03
6.766220380950280777e-01 1.706742528408564867e-04 2.278177458033573202e-02 1.014112418452292781e-02
6.772167947065925730e-01 1.736657224861113140e-04 2.259215219976218672e-02 1.331963070350193797e-02
6.778080557317244237e-01 1.668570877003882572e-04 2.109181141439206084e-02 1.257029158695844619e-02
6.783918641502927338e-01 1.686478527906444839e-04 1.610904584882279916e-02 1.211073695587473048e-02
6.789830902860567452e-01 1.720895657985457633e-04 1.107011070110701031e-02 1.103779557680518476e-02
6.795770139448465974e-01 1.719900108542054857e-04 0.000000000000000000e+00 1.037109723405709762e-02
6.801665518370740848e-01 1.691253264475661678e-04 1.651842439644218494e-02 8.918615036551716044e-03
6.807531982060448517e-01 1.682846353257986876e-04 1.410256410256410277e-02 8.287832922768917018e-03
6.813467360089549008e-01 1.742611374669111900e-04 1.505646173149309888e-02 8.467338377531996585e-03
6.819413149787866280e-01 1.710423252966662515e-04 1.028277634961439514e-02 7.099799414000666602e-03
6.825310296430516788e-01 1.689239656636310307e-04 2.207792207792207834e-02 1.039484524391654299e-02
6.831168548056322232e-01 1.681518504909163100e-04 1.581027667984189616e-02 9.611728960897252330e-03
6.837107178909362926e-01 1.754442451156466344e-04 1.528662420382165613e-02 8.595971242914659735e-03
6.843077342131197449e-01 1.697907982553041822e-04 1.319261213720316663e-02 8.135607909496037071e-03
6.848955600056927384e-01 1.684929953701205948e-04 1.600000000000000033e-02 8.994506842032163815e-03
6.854818213752680300e-01 1.693481274067823005e-04 1.206434316353887336e-02 1.202816518573691582e-02
6.860737097406292007e-01 1.734634437116160902e-04 2.242744063324538309e-02 1.385476038205187867e-02
6.866661511878209279e-01 1.692977699976359396e-04 2.574525745257452702e-02 1.144507375104924889e-02
