# q qerr I(q) I(q)err
1.715924481380370070e-01 1.705613657982904844e-04 6.020087064676616961e+01 4.034172768924144670e-01
1.721832657071999118e-01 1.772776463553332054e-04 6.069267421083978320e+01 3.803245118218563925e-01
1.727742825061958087e-01 1.719807874693639576e-04 6.077743715511955713e+01 3.900394382230056300e-01
1.733651441888906797e-01 1.756301333702678163e-04 6.111901913875598069e+01 3.885122403714464379e-01
1.739615174648147800e-01 1.772101104889399297e-04 6.126848018923713823e+01 3.976536570474605292e-01
1.745521736672488167e-01 1.713361499927220873e-04 6.189749847467967925e+01 4.011021737194006564e-01
1.751411224914120046e-01 1.756592154544829967e-04 6.230406599882145002e+01 3.824386181181774758e-01
1.757272492625455984e-01 1.685801661025577492e-04 6.263035495716034262e+01 3.909009256831154078e-01
1.763166219773716903e-01 1.773226116774759438e-04 6.250756693830035005e+01 3.802199864069912283e-01
1.769155571165109408e-01 1.778353866592935256e-04 6.241560693641618229e+01 3.855987242246119995e-01
1.775048454770722095e-01 1.683979356821398762e-04 6.334424242424242379e+01 3.952386437703528377e-01
1.780917786158061622e-01 1.768236893566796743e-04 6.346910755148741146e+01 3.965914418471725433e-01
1.786847386742003163e-01 1.710368147214274550e-04 6.411137440758294304e+01 3.983353933346904241e-01
1.792766497088797151e-01 1.782959344246071620e-04 6.482917139614075097e+01 3.870600290895345186e-01
1.798747536828661509e-01 1.753478508851124098e-04 6.541942857142856838e+01 3.927477043163232762e-01
1.804664525926361063e-01 1.704944834417779134e-04 6.546612149532710134e+01 3.933199665752996621e-01
1.810508732468805448e-01 1.736355017648157052e-04 6.677631578947368496e+01 3.877377410908830480e-01
1.816413395710347323e-01 1.724264964335396404e-04 6.721215596330274877e+01 4.103583551896145543e-01
1.822283813991566193e-01 1.724879732307060170e-04 6.818036529680365732e+01 4.010017284521432135e-01
1.828129689330731111e-01 1.710156988569904541e-04 6.860765276984579941e+01 4.082559326954857126e-01
1.834077041164018373e-01 1.767701632215364690e-04 6.978256070640176745e+01 3.923722672620289509e-01
1.840038695705975835e-01 1.762946250652548349e-04 7.072289823008848941e+01 4.004080615521232733e-01
1.845987330027633599e-01 1.736177603836421880e-04 7.108060033351861762e+01 4.203304290630132667e-01
1.851870944891135240e-01 1.719844832766738863e-04 7.260388888888888914e+01 4.189467411972810362e-01
1.857711418651706303e-01 1.689694257173483241e-04 7.426123595505617914e+01 4.221715348739605855e-01
1.863619917914428048e-01 1.759606448716870177e-04 7.549459459459458799e+01 4.080048421429871008e-01
1.869538378886206886e-01 1.736344318174808728e-04 7.693304061470911392e+01 4.299927613097092594e-01
1.875486044736555113e-01 1.754251313165476644e-04 7.901667563206024170e+01 4.224375000081159182e-01
1.881347755916815412e-01 1.688198501849858999e-04 8.044475446428570820e+01 4.357563238822841911e-01
1.887247376234879037e-01 1.766744985202088202e-04 8.261636556854409719e+01 4.348691010306555138e-01
1.893230873862313812e-01 1.745140022299461436e-04 8.456958624395485913e+01 4.532596764224469665e-01
1.899101030352315089e-01 1.701724856752108873e-04 8.718057080131723069e+01 4.737172427012636966e-01
1.904993121485268059e-01 1.741527920307688060e-04 9.041057127602776688e+01 4.807411850947760912e-01
1.910944658076166869e-01 1.752365053924538260e-04 9.311117021276595551e+01 4.751843639780581885e-01
1.916850945589523014e-01 1.727869196235675862e-04 9.658396124865446097e+01 4.980812632107887161e-01
1.922768033464157533e-01 1.742442422382674706e-04 1.004046364594309750e+02 5.034664751371006330e-01
1.928663860125043039e-01 1.696797202615645558e-04 1.046393972012917146e+02 5.120251919815279606e-01
1.934505517201359770e-01 1.706916046209061262e-04 1.088174518201284826e+02 5.206893562744229209e-01
1.940428749842868783e-01 1.774442525489933187e-04 1.142028836251287345e+02 5.216380216140199533e-01
1.946400845999717577e-01 1.727386007780120269e-04 1.197621052631578920e+02 5.675213101565417251e-01
1.952283466114670962e-01 1.715001715909906512e-04 1.261652675760755500e+02 5.769345601869440010e-01
1.958107680777771142e-01 1.673596874843330062e-04 1.323122317596566404e+02 5.965609772583588821e-01
1.964022404612975614e-01 1.779513166308935193e-04 1.404313034725717273e+02 6.332258926842943003e-01
1.969969333237307496e-01 1.709861469000988348e-04 1.490377556371263665e+02 6.733400603772379256e-01
1.975876610158964486e-01 1.752609616742943144e-04 1.584297311009639770e+02 6.962589960732565864e-01
1.981796421569892164e-01 1.713251439664487650e-04 1.686664948453608304e+02 7.393199251752272660e-01
1.987675070098214314e-01 1.721209265641495962e-04 1.799173086800205397e+02 7.578249104450279772e-01
1.993632810756330587e-01 1.778169988532647954e-04 1.918976377952755854e+02 8.125170475071638032e-01
1.999594521304932926e-01 1.679693694729240342e-04 2.059329551315110791e+02 8.997682112802389831e-01
2.005402898224237229e-01 1.693802241228768951e-04 2.200148870636550384e+02 9.136372747299655872e-01
2.011318115099911263e-01 1.771304757583621562e-04 2.348820058997050069e+02 9.429519559711820875e-01
2.017327982341884374e-01 1.753916424293528538e-04 2.511507936507936449e+02 1.024593650602048767e+00
2.023214224452238863e-01 1.702015996619883923e-04 2.664162873039959436e+02 1.062918830917255919e+00
2.029074957326324480e-01 1.698217400752133647e-04 2.833883592574009072e+02 1.116651707654284564e+00
2.034993843054765661e-01 1.737437773196983748e-04 2.967955773955773680e+02 1.134407552538817310e+00
2.040903120547437055e-01 1.716197971774720353e-04 3.104601593625498026e+02 1.195388468358460576e+00
2.046810619964999356e-01 1.726861889211187592e-04 3.207894477317554447e+02 1.178438771701017851e+00
2.052678104613363530e-01 1.698738383583892661e-04 3.275374251497005957e+02 1.275739473570681959e+00
2.058511905310063395e-01 1.691193884189049141e-04 3.296129193790686145e+02 1.269159220062007654e+00
2.064418584505784693e-01 1.759976839249638653e-04 3.255567853705485959e+02 1.283032917703523790e+00
2.070407062268643517e-01 1.737787598792882109e-04 3.173384912959381268e+02 1.240507547073075090e+00
2.076300103316400525e-01 1.682029510807768241e-04 3.040805970149253881e+02 1.204192120386399223e+00
2.082103825401921404e-01 1.704901394355025075e-04 2.887482792527040374e+02 1.212227773465629266e+00
2.088083721285542982e-01 1.785525805439795960e-04 2.705715622076706950e+02 1.185548255853386523e+00
2.094065027680140079e-01 1.708521835148037594e-04 2.516037919299951398e+02 1.152542052079798429e+00
2.099962131097695694e-01 1.714507350031801926e-04 2.332792145593869861e+02 1.058017514949998406e+00
2.105859714624779833e-01 1.695043137304210184e-04 2.170420696324951564e+02 9.805054205572505399e-01
2.111753157507478829e-01 1.741094815879299447e-04 2.019158790170132249e+02 9.599350239511046379e-01
2.117722414509781714e-01 1.744618382420638368e-04 1.863983130271790003e+02 8.457355068454169844e-01
2.123615175059467008e-01 1.686858705080930066e-04 1.735060067275348388e+02 8.162368980232166393e-01
2.129453958644140499e-01 1.693354321618213611e-04 1.609614652711703116e+02 7.628600831588996378e-01
2.135389448021739744e-01 1.742056562067180903e-04 1.499824642362713405e+02 7.208736490894402937e-01
2.141298246441487030e-01 1.688147096211405085e-04 1.397802093244528976e+02 6.947534197031839387e-01
2.147153031695775149e-01 1.703177037754967176e-04 1.300657276995305267e+02 6.228228514624170042e-01
2.153019440705039311e-01 1.707819354488114875e-04 1.211804969526488520e+02 5.899900136757707525e-01
2.158945287013573078e-01 1.745104279505986045e-04 1.133089990817263555e+02 5.639266902354747035e-01
2.164910954588058767e-01 1.743304565116486258e-04 1.060068555758683715e+02 5.384761319118326339e-01
2.170844537940448959e-01 1.699921782681691014e-04 9.942638179284719513e+01 5.199006009246278648e-01
2.176739345422292748e-01 1.700668047748604889e-04 9.255791416705122288e+01 4.866446045834882939e-01
2.182580208492123086e-01 1.678294520303167238e-04 8.664689265536722473e+01 4.752163581134505876e-01
2.188510391262794008e-01 1.778195583668844802e-04 8.127592345349354730e+01 4.292377272201248761e-01
2.194481957986169907e-01 1.701997065736526155e-04 7.630627306273062516e+01 4.294731242083949518e-01
2.200358281913864511e-01 1.694997042413268055e-04 7.177803308823528994e+01 3.996724279021380277e-01
2.206237822932178017e-01 1.699728605358847970e-04 6.742739726027397751e+01 3.729054404943450973e-01
2.212183936080877045e-01 1.737152823799531737e-04 6.387589285714285836e+01 3.516456561936490144e-01
2.218103878823408925e-01 1.687816148965457722e-04 6.043158861340679522e+01 3.581256267050178521e-01
2.223956886054547222e-01 1.709715275815709462e-04 5.774097472924187713e+01 3.357954604503167184e-01
2.229810406750563079e-01 1.687437380017376364e-04 5.501112656467315531e+01 3.365840983231301875e-01
2.235726186239679891e-01 1.753810971344104937e-04 5.253950338600451175e+01 3.113242382889650495e-01
2.241725144444123019e-01 1.718197084550675627e-04 5.018429561200923672e+01 3.125468527537722530e-01
2.247622946979234704e-01 1.683756042328895391e-04 4.816281264747522073e+01 3.042789196889162939e-01
2.253463199853193710e-01 1.682351092365296028e-04 4.650972024656235249e+01 3.058585502544153845e-01
2.259441351408329191e-01 1.764391009907049167e-04 4.510670314637482647e+01 2.771638049353039035e-01
2.265374766582224919e-01 1.686024010921467016e-04 4.349689143950263315e+01 2.795481259325948153e-01
2.271204715310289335e-01 1.669492142437543599e-04 4.222825564632388051e+01 2.842080065830391300e-01
2.277053939399112381e-01 1.695659880186591495e-04 4.126975863700899083e+01 2.786053419624074934e-01
2.282943567353130920e-01 1.689008210316803179e-04 3.995656324582338925e+01 2.796169044532003656e-01
2.288892627181536854e-01 1.748609705920128106e-04 3.910330386226151944e+01 2.728554721688148943e-01
2.294842775057411299e-01 1.716854246518241013e-04 3.834675509237328583e+01 2.670800510754776091e-01
2.300752830088215184e-01 1.690135286092253239e-04 3.730244839174267923e+01 2.628863605289980532e-01
2.306628327538406686e-01 1.718292256821918990e-04 3.684746565608715940e+01 2.581759604552752996e-01
2.312573098873214050e-01 1.715707610883738415e-04 3.597638167217760952e+01 2.579864604612762125e-01
2.318534340944450878e-01 1.708411750040224222e-04 3.524893717524799541e+01 2.499017198224318115e-01
2.324377406668985124e-01 1.648246651413281302e-04 3.480107790298873027e+01 2.640428304227028788e-01
2.330275883246414603e-01 1.723727329442988228e-04 3.460790697674418936e+01 2.469323800008143832e-01
2.336219175121835023e-01 1.737499519883285877e-04 3.394794520547944927e+01 2.460859709273052753e-01
2.342129548401861439e-01 1.680062179091689845e-04 3.353760445682451063e+01 2.470697525468472378e-01
2.348037097943541096e-01 1.715430104639735400e-04 3.302242152466367742e+01 2.348417345959501468e-01
2.353910449568339391e-01 1.652294533321281025e-04 3.267655236329935065e+01 2.453236019736079188e-01
2.359790121911180261e-01 1.728180161160708915e-04 3.249025686448184302e+01 2.330884271314552780e-01
2.365729224188535817e-01 1.711525755932343342e-04 3.234060552092608987e+01 2.364720506792797328e-01
2.371626524861261687e-01 1.683451954535294210e-04 3.177942497753818429e+01 2.342487244585260142e-01
2.377526026051316743e-01 1.721319379277780424e-04 3.170410839160838989e+01 2.253694698776761707e-01
2.383426000272504675e-01 1.675662629091132503e-04 3.127101967799642068e+01 2.274077451911995784e-01
2.389335859597637168e-01 1.729498866091852799e-04 3.104181034482758506e+01 2.285733269980970983e-01
2.395278418908711737e-01 1.694342804352452477e-04 3.077034120734908029e+01 2.258434655375844702e-01
2.401202553506256998e-01 1.705743459423775244e-04 3.055372616984402256e+01 2.309210271996891273e-01
2.407099151067930431e-01 1.701336947821235630e-04 2.996657986111111072e+01 2.187384651210829700e-01
2.412975653667242815e-01 1.687670552134608705e-04 2.946428571428571530e+01 2.261542769477105363e-01
2.418868433075249402e-01 1.704835536008772988e-04 2.948761742100768402e+01 2.247034639584893356e-01
2.424780070510960672e-01 1.681610621969027708e-04 2.885960378983634911e+01 2.182214035729194423e-01
2.430708471562276762e-01 1.717004758660200094e-04 2.862637362637362770e+01 2.152512722287271141e-01
2.436648423147953768e-01 1.717250492146013476e-04 2.825927487352445056e+01 2.119864718847547513e-01
2.442561383087094029e-01 1.678053722404325800e-04 2.803687821612349751e+01 2.181079054693899344e-01
2.448388418852592563e-01 1.676570584648731177e-04 2.785494880546075080e+01 2.149065339600492452e-01
2.454266062633138068e-01 1.689369099164478901e-04 2.762552831783601093e+01 2.118423199196518558e-01
2.460164862841203726e-01 1.707756802668905516e-04 2.735785953177257568e+01 2.075654407832575599e-01
2.466087332865954662e-01 1.705200816248483874e-04 2.693505412156536138e+01 2.025714261563231755e-01
2.472049169805615176e-01 1.716759731273284596e-04 2.713625103220478962e+01 2.087376652479215611e-01
2.477955493650706442e-01 1.696528008846598682e-04 2.682011686143572504e+01 2.063340704256548253e-01
2.483893955996051284e-01 1.722220404534242260e-04 2.659771054783319855e+01 2.033864160397043930e-01
2.489784216865254807e-01 1.663324987620729760e-04 2.635306465155331779e+01 2.093366417040272986e-01
2.495625798952444130e-01 1.676120029811702767e-04 2.618294701986754802e+01 2.028364525554165743e-01
2.501532238574610267e-01 1.697217827545086273e-04 2.596349466776046100e+01 2.003872755221452751e-01
2.507421606557702076e-01 1.706728454536775481e-04 2.610506950122649172e+01 2.021563671588073596e-01
2.513400641058313179e-01 1.735448166394553630e-04 2.565119999999999933e+01 1.959341954395515117e-01
2.519328405737439880e-01 1.682122069552921453e-04 2.538022969647251870e+01 1.982332799847494331e-01
2.525149983000757881e-01 1.652180844813252991e-04 2.535157545605306950e+01 1.991292426639791890e-01
2.531057369262297851e-01 1.727801424827834207e-04 2.528129952456418295e+01 1.927101155445581915e-01
2.536991143329503373e-01 1.683705058349402209e-04 2.523254870129870042e+01 1.985399001710620726e-01
2.542931452682303806e-01 1.715685956229368579e-04 2.490087232355273628e+01 1.947423250469761669e-01
2.548841403957887719e-01 1.680554087313615441e-04 2.492926434923201384e+01 1.946580219997764150e-01
2.554670554206249777e-01 1.662199508876596840e-04 2.464653061224489861e+01 1.994922546513138994e-01
2.560574587952845205e-01 1.735124060457689905e-04 2.465900233826967991e+01 1.894747903167618153e-01
2.566531233298431358e-01 1.683645502319469221e-04 2.462819488817891411e+01 1.977707978601558059e-01
2.572482433625002396e-01 1.719939529625226732e-04 2.454676539360873022e+01 1.874315558613977306e-01
2.578429097386891744e-01 1.697069831837998816e-04 2.432622432859399808e+01 1.906440256400743494e-01
2.584326239050639407e-01 1.686082993740442950e-04 2.404563492063492092e+01 1.922861559210110038e-01
2.590219502441120647e-01 1.702227137235122684e-04 2.394032761310452528e+01 1.883588145663950830e-01
2.596059350269770416e-01 1.622143194148607879e-04 2.390754257907542524e+01 1.921634217541434986e-01
2.601917111626831924e-01 1.716283313731635052e-04 2.381818181818181657e+01 1.870487508365018814e-01
2.607881124960138575e-01 1.717749520147268975e-04 2.371770150404936217e+01 1.832635283487794864e-01
2.613858480181630584e-01 1.717019459803262869e-04 2.371653241273494572e+01 1.890707996326879137e-01
2.619767909987792964e-01 1.678937029751409482e-04 2.345079735511474084e+01 1.855347777431229916e-01
2.625616533089780713e-01 1.658593564201833238e-04 2.353909626719056902e+01 1.851235145575078900e-01
2.631520358084444289e-01 1.731250461038766775e-04 2.330300751879699206e+01 1.827241990366836044e-01
2.637426739884559668e-01 1.646218784288191810e-04 2.316633974107493188e+01 1.834656425525387491e-01
2.643275962261139034e-01 1.688077109972672041e-04 2.334072657743785939e+01 1.824714464856599383e-01
2.649185651948149922e-01 1.703744546400839271e-04 2.289559605163249856e+01 1.828429044189962549e-01
2.655159239382315906e-01 1.726832614145854536e-04 2.305809595202398654e+01 1.813055460251363771e-01
2.661092437718927672e-01 1.693386271110420475e-04 2.304516129032258220e+01 1.851924688874925784e-01
2.666976245441545768e-01 1.664056599372015419e-04 2.293267023718439290e+01 1.814819931211915927e-01
2.672846740309460234e-01 1.683193898667086313e-04 2.271401515151515227e+01 1.777878450387272158e-01
2.678729095759223022e-01 1.709927508691245189e-04 2.266603271205781667e+01 1.835737800132782316e-01
2.684689525082697426e-01 1.715365145491868878e-04 2.287830080367393748e+01 1.844276038794019357e-01
2.690617296293975058e-01 1.696683003790223985e-04 2.253369481022463106e+01 1.866077926636018625e-01
2.696495171246035549e-01 1.652893567094479725e-04 2.249561752988047658e+01 1.874183317546969929e-01
2.702387998798204127e-01 1.723368996463160870e-04 2.251060547628229713e+01 1.867419891664520437e-01
2.708301329817872083e-01 1.669458221438991513e-04 2.255045871559633142e+01 1.834667688242964945e-01
2.714210829119640955e-01 1.709604515877529536e-04 2.236813400857031553e+01 1.735362952986211349e-01
2.720108219582517139e-01 1.672014533884461855e-04 2.236896689270043836e+01 1.820160287210690342e-01
2.726012642031617750e-01 1.706534693191795416e-04 2.230699685534591126e+01 1.801566507466195177e-01
2.731907840715881441e-01 1.697313587299015833e-04 2.209936658749010263e+01 1.817443971811705250e-01
2.737809003647908579e-01 1.680878796451079258e-04 2.221445591739475844e+01 1.810639627154022324e-01
2.743748893949278789e-01 1.707283907564245684e-04 2.221574001566170864e+01 1.832971936610146568e-01
2.749665135454787412e-01 1.685519394793485841e-04 2.221174590491410328e+01 1.856233972926994158e-01
2.755616140774380107e-01 1.732530437205203710e-04 2.212597200622083804e+01 1.826625952517475782e-01
2.761546765019433636e-01 1.668668811776786195e-04 2.201483560545308649e+01 1.798552767173810241e-01
2.767358567258155211e-01 1.629151386238719245e-04 2.214607201309328843e+01 1.826512988762630241e-01
2.773237797180380104e-01 1.721822714893572531e-04 2.212251268045259422e+01 1.825817675272509433e-01
2.779154845506400795e-01 1.657682295670676693e-04 2.220039920159680591e+01 1.838685014460984812e-01
2.785115293583407259e-01 1.752319182975647016e-04 2.230331224413844282e+01 1.753350228449079562e-01
2.791078436569758847e-01 1.650120576142212535e-04 2.212368318376902110e+01 1.829088968335654541e-01
2.796922682152487849e-01 1.671090120025095569e-04 2.210246533127888924e+01 1.811268130953636868e-01
2.802821237142964494e-01 1.712061458075409275e-04 2.228731762065095268e+01 1.737778585430769518e-01
2.808723298893679443e-01 1.643907506133678378e-04 2.202043176561295468e+01 1.803803814429348895e-01
2.814589011510339467e-01 1.688780514044716267e-04 2.174177877428998329e+01 1.738352200145525661e-01
2.820475471325360473e-01 1.660857899644455895e-04 2.192071320182094141e+01 1.823071344818768535e-01
2.826408904190411131e-01 1.727609248224295678e-04 2.172750548646671476e+01 1.750621173410406572e-01
2.832364288151895670e-01 1.694854692378088543e-04 2.155473372781064967e+01 1.699451171004156269e-01
2.838282977857183309e-01 1.668223146588211983e-04 2.118801191362620884e+01 1.663145221792205475e-01
2.844157293484934623e-01 1.677601416119076181e-04 2.112666174298375310e+01 1.742122770782108254e-01
2.850072344823963988e-01 1.690980952986195676e-04 2.095204978038067267e+01 1.728737325176565587e-01
2.856026606631608122e-01 1.708339950977815825e-04 2.104082369942196706e+01 1.696328276816436720e-01
2.861927652108580133e-01 1.655083552620636653e-04 2.076789667896678893e+01 1.754518201881135886e-01
2.867777356323258919e-01 1.653283264010082046e-04 2.088146233382570216e+01 1.711967356051445899e-01
2.873657324401708291e-01 1.710345483410842114e-04 2.077809591982820336e+01 1.690704550214995050e-01
2.879597826312699227e-01 1.676928082113759370e-04 2.064420289855072355e+01 1.680714949915196876e-01
2.885529466528505282e-01 1.696635101828931024e-04 2.073164647184604448e+01 1.682695101307251639e-01
2.891406036669574853e-01 1.644679958675871075e-04 2.061493411420205035e+01 1.654311144758917329e-01
2.897292220922012551e-01 1.697647045683316658e-04 2.034530583214793609e+01 1.660683252987910918e-01
2.903170515725223555e-01 1.673027687520957320e-04 2.021938040345821364e+01 1.690449298774293618e-01
2.909062545924206988e-01 1.678514172677595458e-04 2.024287749287749349e+01 1.750843956178312066e-01
2.915018821001864602e-01 1.711091985757638690e-04 2.013797909407665543e+01 1.720007054982058692e-01
2.920925502093758563e-01 1.650860256225040621e-04 1.996173285198555902e+01 1.824841345989959562e-01
2.926860871659449637e-01 1.735961195789428944e-04 2.000788211103495584e+01 1.834053107250421810e-01
2.932809166045839411e-01 1.654742654063069934e-04 1.981776034236804662e+01 1.859716823975886557e-01
2.938687704414632007e-01 1.673449767274769629e-04 1.982923401264933361e+01 1.859532856107089516e-01
2.944588154064690100e-01 1.683890337278826186e-04 1.982914046121593188e+01 1.882496265379609290e-01
2.950435905904427170e-01 1.641187633883134627e-04 1.974071428571428655e+01 1.882513819106009234e-01
2.956333002998702275e-01 1.709608735645962326e-04 1.987901572112098592e+01 1.874486382368773796e-01
2.962256602040058695e-01 1.657462821938833952e-04 1.952775825720309300e+01 1.969230494723922809e-01
2.968160804994185997e-01 1.694783499497600941e-04 1.951754989676531338e+01 2.005515118406596131e-01
2.974055622818176370e-01 1.677427912738973105e-04 1.978159722222222072e+01 2.014307078688166441e-01
2.979941988435370614e-01 1.671451895022064884e-04 1.977754677754677815e+01 2.016486412070004342e-01
2.985837061449611030e-01 1.682373407245049885e-04 1.977089041095890565e+01 1.974683447379247392e-01
2.991775572262113103e-01 1.690113134760655791e-04 2.000648464163822382e+01 2.016664664994174128e-01
2.997732433640428740e-01 1.708647801297135511e-04 1.999966261808367207e+01 1.993918522655491188e-01
3.003676887130732887e-01 1.685724652189076118e-04 2.009646739130434767e+01 2.019186649740863648e-01
3.009584851554080731e-01 1.665295828310465315e-04 2.004784688995215447e+01 2.042796847544284533e-01
3.015420323124898827e-01 1.651920938424582318e-04 1.987950566426364674e+01 2.017799003425747584e-01
3.021283535386265484e-01 1.671546330609521630e-04 1.999321804001356284e+01 2.049961426767523132e-01
3.027217501025143975e-01 1.705199227531747853e-04 1.988947892465980871e+01 2.038628654534492268e-01
3.033157131860019784e-01 1.669708529936503045e-04 1.986990225817323719e+01 2.036189522779288386e-01
3.039035539860899804e-01 1.659050194570177753e-04 1.989793150220413764e+01 2.060870514100852091e-01
3.044890609985309027e-01 1.681751509380718370e-04 1.987541862022773032e+01 2.133535431873310462e-01
3.050820607397967676e-01 1.695552315723460686e-04 1.965360345400199193e+01 2.121018906150807515e-01
3.056744401665537070e-01 1.693619788051337397e-04 1.950446871896722811e+01 2.105223916127800521e-01
3.062694866653131176e-01 1.688648237875828143e-04 1.974496865720884031e+01 2.098800664539907934e-01
3.068657457332459870e-01 1.698175310430262343e-04 1.974795149131432481e+01 2.109312358560234690e-01
3.074548265886895559e-01 1.656862631698826271e-04 1.943158246905319331e+01 2.086189336325199595e-01
3.080462577251794065e-01 1.689610693105497827e-04 1.963443319176739621e+01 2.087600141088357120e-01
3.086291559182979261e-01 1.619674426253642880e-04 1.951410125722052413e+01 2.089210158415922558e-01
3.092182375840165087e-01 1.721304371803678555e-04 1.952844744455159187e+01 2.102688419669757613e-01
3.098162175683890074e-01 1.701918642215364402e-04 1.943191420214494514e+01 2.066263956964611848e-01
3.104054603992399963e-01 1.656124846210952739e-04 1.949636002647253363e+01 2.081762898069487722e-01
3.109956279756089237e-01 1.685686056605963448e-04 1.945181112548512203e+01 2.089879479043966481e-01
3.115850725864453552e-01 1.658167762172570820e-04 1.943293885601577742e+01 2.078784071153248481e-01
3.121727662289727756e-01 1.678961703536506803e-04 1.933907672301690539e+01 2.085491920418396372e-01
3.127653761392664156e-01 1.699837403910640118e-04 1.922926673070765347e+01 2.036716035232522537e-01
3.133544158853280859e-01 1.645150756823345376e-04 1.928801843317972242e+01 2.049498801697773875e-01
3.139446975464526557e-01 1.708930270409653922e-04 1.927396825396825264e+01 2.051051405987335541e-01
3.145412781964448401e-01 1.699066157791028614e-04 1.924313975749840466e+01 2.043028322219893889e-01
3.151347491937385725e-01 1.675902079894952689e-04 1.918508997429306007e+01 2.300251317735914347e-01
3.157237755576436378e-01 1.669171520637512270e-04 1.919018601667735879e+01 2.096598888595342103e-01
3.163087054696510636e-01 1.636449861142072254e-04 1.913047743623283026e+01 2.095984293560759215e-01
3.168979017950508958e-01 1.718401381533907538e-04 1.911828963795256087e+01 2.086688451013574974e-01
3.174925782873039282e-01 1.660834848745940638e-04 1.895121951219512368e+01 2.068660629064338619e-01
3.180793692044973642e-01 1.659822428312816508e-04 1.909635083226632446e+01 2.069646063482566967e-01
3.186668541525260467e-01 1.669515699886463234e-04 1.902578796561604690e+01 2.118361808227935406e-01
3.192556062324857225e-01 1.672956946959514566e-04 1.915497448979591866e+01 2.065651000302894114e-01
3.198513312892289906e-01 1.729778897410813425e-04 1.907604679802955516e+01 2.089458094454584025e-01
3.204487057083529877e-01 1.664808281061016680e-04 1.888825396825396652e+01 2.149919943135414069e-01
3.210358954639556117e-01 1.665625976862972462e-04 1.902853519340520094e+01 2.161049296394700059e-01
3.216268049366423631e-01 1.695652077156931364e-04 1.867392657125077804e+01 2.128003671948762721e-01
3.222194786713145631e-01 1.668908552704772663e-04 1.880277252678008892e+01 2.142722418823970187e-01
3.228063172412171666e-01 1.662920858412337654e-04 1.869918187539332877e+01 2.180409941170548538e-01
3.233947871536783092e-01 1.665664907944406964e-04 1.883845671267252087e+01 2.197877414888149417e-01
3.239851716457391451e-01 1.688470700517681155e-04 1.866253101736972653e+01 2.185891851628908034e-01
3.245777898855971011e-01 1.687003607774009088e-04 1.859411764705882320e+01 2.189921872541705783e-01
3.251695610929635216e-01 1.669820610256219826e-04 1.869651741293532510e+01 2.192340185092762073e-01
3.257572974471063532e-01 1.661376752154214019e-04 1.857383177570093480e+01 2.190973426392590073e-01
3.263466667695728018e-01 1.677352996639445027e-04 1.848978328173374663e+01 2.191337133259042835e-01
3.269444783811943367e-01 1.738231789667309807e-04 1.848534688995215447e+01 2.166006351579091160e-01
3.275422622497459191e-01 1.660259737140698066e-04 1.858560794044664988e+01 2.190569817380724482e-01
3.281271856324523561e-01 1.648826243052595457e-04 1.853451492537313428e+01 2.199486426199701306e-01
3.287099497524238467e-01 1.652734972925381911e-04 1.857857142857142918e+01 2.233949917172894650e-01
3.293011605825706400e-01 1.702286090042224827e-04 1.855398069963811736e+01 2.153320580370167159e-01
3.298927362330905666e-01 1.662309955440614264e-04 1.848184615384615270e+01 2.153582022818942288e-01
3.304788147720571501e-01 1.659371799634382560e-04 1.861938461538461453e+01 2.176501364287825036e-01
3.310745016927259532e-01 1.731105929767933198e-04 1.854550827423167902e+01 2.135445866303704865e-01
3.316676216697234669e-01 1.649721253262650641e-04 1.851948051948052054e+01 2.209703175827672783e-01
3.322571461788139668e-01 1.700926700078686277e-04 1.858442720763722988e+01 2.142172280801581952e-01
3.328488237197956279e-01 1.656312596422873933e-04 1.859096459096459242e+01 2.165960176780867552e-01
3.334366136800773761e-01 1.678157711885419048e-04 1.853960096735187335e+01 2.171191382511162005e-01
3.340296841236616299e-01 1.711433472456978919e-04 1.857731042654028286e+01 2.149493168709406821e-01
3.346218228935635697e-01 1.656330218099742551e-04 1.875562994522215376e+01 2.159455943073062822e-01
3.352092114508586351e-01 1.680497708800010310e-04 1.886507462686567038e+01 2.128689463033317242e-01
3.357976213054796322e-01 1.653245764969606070e-04 1.873848484848484830e+01 2.158946373220789472e-01
3.363884898909723642e-01 1.705678688014455218e-04 1.879463759575721937e+01 2.149639812847881637e-01
3.369815697902950324e-01 1.678868030644891328e-04 1.872420989862850504e+01 2.131310020116417292e-01
3.375705599332382012e-01 1.664343875618580124e-04 1.874939975990396235e+01 2.135226429141485471e-01
3.381562094810409702e-01 1.674088909853889504e-04 1.884484812388326347e+01 2.159380741743341936e-01
3.387487766437216608e-01 1.693814439317923378e-04 1.864277320799060078e+01 2.129982748374363299e-01
3.393399029115093946e-01 1.669570898041724746e-04 1.870999405116002379e+01 2.116989863951971029e-01
3.399278158833293761e-01 1.677981766414247760e-04 1.879338842975206703e+01 2.138211653416054459e-01
3.405240984118469982e-01 1.712515187542426641e-04 1.888392338943702953e+01 2.132514595296964854e-01
3.411164205161192342e-01 1.687004560175272411e-04 1.878933411903359030e+01 2.147360478027511566e-01
3.417081468308854064e-01 1.690115554068830810e-04 1.890070093457944012e+01 2.140183225977069503e-01
3.422987542915036374e-01 1.670110250907090555e-04 1.903113983548766086e+01 2.144180165732300358e-01
3.428811114005422267e-01 1.631690329120151636e-04 1.903889886295631229e+01 2.127130210951897749e-01
