# q qerr q^2*I(q) q^2*I(q)err
4.026107444587877920e-02 1.974428488052260345e-05 1.415066076220647048e-02 3.664692962983938873e+00
4.032875961279009519e-02 1.946434110186706363e-05 1.409114809321368109e-02 3.619625818624526481e+00
4.039631276277081545e-02 1.967616668204305195e-05 1.395602715032532443e-02 3.558108183801577784e+00
4.046395940410649206e-02 1.953850249377828843e-05 1.395077883308901839e-02 3.517471723836241626e+00
4.053143133512242952e-02 1.952572943152076329e-05 1.392524588376859059e-02 3.487706684483812936e+00
4.059881951650122500e-02 1.952623018124905016e-05 1.385135440477844662e-02 3.536957892114009017e+00
4.066640194526765367e-02 1.960777493623649525e-05 1.376277002504933990e-02 3.532580918486921906e+00
4.073386969551655995e-02 1.951299883216754501e-05 1.379037909921660039e-02 3.398772077850195306e+00
4.080142171107996318e-02 1.966984330764583275e-05 1.374095902639904665e-02 3.447804340608966012e+00
4.086922688369576395e-02 1.962779607498845810e-05 1.375979905453068169e-02 3.455809980981849883e+00
4.093671199217743112e-02 1.951079489086461515e-05 1.382569877489973550e-02 3.452485000860450182e+00
4.100404080607836926e-02 1.942552409706471865e-05 1.369864033536736213e-02 3.456590210666726559e+00
4.107151886248001926e-02 1.965116535585260536e-05 1.369370955554625666e-02 3.380138081242947568e+00
4.113916496620787649e-02 1.956550877786267096e-05 1.383044918986004075e-02 3.478248368445541860e+00
4.120681659266661745e-02 1.962860859881971237e-05 1.368224156360529561e-02 3.417004479410217233e+00
4.127442818003233121e-02 1.958653118278678036e-05 1.394451657431968784e-02 3.444176283756114731e+00
4.134192885565159820e-02 1.947488177249301133e-05 1.404781803481056426e-02 3.481988675288225199e+00
4.140927851425920542e-02 1.954561142731902961e-05 1.396092868102254657e-02 3.431196260233823736e+00
4.147685319549251209e-02 1.957982574079945756e-05 1.404680257124567462e-02 3.404175957405027209e+00
4.154448909826569114e-02 1.956532547589910417e-05 1.425604138371771440e-02 3.483328011068858476e+00
4.161194335599328192e-02 1.952390356044808017e-05 1.436829230975839554e-02 3.479208390047875632e+00
4.167958446294651315e-02 1.966928870891101696e-05 1.426885912882436269e-02 3.540271020058374685e+00
4.174711446347703636e-02 1.947323015845447774e-05 1.452712137644577087e-02 3.621274342150032854e+00
4.181441084198166125e-02 1.947464139223760383e-05 1.479355699694951363e-02 3.801797030231114594e+00
4.188199290464319352e-02 1.963009230138511223e-05 1.510299057735520895e-02 4.259323355789581100e+00
4.194948237218967813e-02 1.947329182117476349e-05 1.528471038350543570e-02 4.315452872221588798e+00
4.201703543387697026e-02 1.965356369102953590e-05 1.522337358567005076e-02 4.575023848632874923e+00
4.208473970243763185e-02 1.959210658423270299e-05 1.518821278284560906e-02 4.451627832695950637e+00
4.215210686090573033e-02 1.941227978325048848e-05 1.502998128215769433e-02 3.988712204831753816e+00
4.221954530006459538e-02 1.966332671428293482e-05 1.487403545178683437e-02 3.770604463483540503e+00
4.228716476260101914e-02 1.947490969932279855e-05 1.470200377893631470e-02 3.709485867435955875e+00
4.235472312911651993e-02 1.963626068513640358e-05 1.450067663679611117e-02 3.564794387220741712e+00
4.242232956820177203e-02 1.958306912565933075e-05 1.438531097124394302e-02 3.493912783924869370e+00
4.249002810816340098e-02 1.964249264541084050e-05 1.420164190385118409e-02 3.387564599261037035e+00
4.255764803039182448e-02 1.955721108008714115e-05 1.414046913932950379e-02 3.362996210918359097e+00
4.262505320584519114e-02 1.942148181555489392e-05 1.408984384503624183e-02 3.281527976819028414e+00
4.269246113623004907e-02 1.957255253169993327e-05 1.399437840718228965e-02 3.265729978075295747e+00
4.276000361317610493e-02 1.952132549088447404e-05 1.401050443984287394e-02 3.196263983873366854e+00
4.282745832383771933e-02 1.957053102694470068e-05 1.412168721028361079e-02 3.306503953368749915e+00
4.289509965936300073e-02 1.963495016458249366e-05 1.411027280920815197e-02 3.284901528362281997e+00
4.296259022710628706e-02 1.946511179512465858e-05 1.424389984895128164e-02 3.276058858388426476e+00
4.303009591167437226e-02 1.962555938487000430e-05 1.416475316589292481e-02 3.212042503178714536e+00
4.309772321326362648e-02 1.950046176356094100e-05 1.443063868395622756e-02 3.262075247842728398e+00
4.316513896407075251e-02 1.954525455685130939e-05 1.453435335869763742e-02 3.295074119463200280e+00
4.323261863586994741e-02 1.960442754381823757e-05 1.474453196993026106e-02 3.304371251298605650e+00
4.330029020549060886e-02 1.961097414195706512e-05 1.495030049373300036e-02 3.404719249603802123e+00
4.336796541606247057e-02 1.958476928858412288e-05 1.524334723157684188e-02 3.417349722237950527e+00
4.343539506294674668e-02 1.949834882853155281e-05 1.561933210119831154e-02 3.542280129951145273e+00
4.350285548868541158e-02 1.950580229540177572e-05 1.614439974912125486e-02 3.671663657153138249e+00
4.357040872034340095e-02 1.958662196246189178e-05 1.669450973773846034e-02 3.819480579722727587e+00
4.363800326654981160e-02 1.958926629046630277e-05 1.742233293249169368e-02 3.966536104654598827e+00
4.370566176505764899e-02 1.962536730675490621e-05 1.789819737611806835e-02 4.047909404698304847e+00
4.377317185556681839e-02 1.945310672270511064e-05 1.815714511454655580e-02 4.136892754649481141e+00
4.384054927014775088e-02 1.955181750480647416e-05 1.875924972609186586e-02 4.367303962202149670e+00
4.390806218173582548e-02 1.952435732560377937e-05 1.893922041234609790e-02 4.653873927872319349e+00
4.397561712318910632e-02 1.958843171745846347e-05 1.923923760967407096e-02 4.759108376212440206e+00
4.404316993144755804e-02 1.954247045736080593e-05 1.940592371119210027e-02 4.312160784154475124e+00
4.411066797863834321e-02 1.955790468894537309e-05 1.948581754602904045e-02 4.404919325981882849e+00
4.417820724450207542e-02 1.962134438995994377e-05 1.951763594169060936e-02 4.549962648339221261e+00
4.424581645685742026e-02 1.952803080147485205e-05 1.917911887366804957e-02 4.528049808573323176e+00
4.431332468740584174e-02 1.952550448571915357e-05 1.893756309114274367e-02 4.539995650174864394e+00
4.438079822716253786e-02 1.952198269531125162e-05 1.882148277856979593e-02 4.456030155884878496e+00
4.444826734378589522e-02 1.953993125546883727e-05 1.907992017705164439e-02 4.730815323994787214e+00
4.451591754250142779e-02 1.965006797461520786e-05 1.871237007980517883e-02 4.873278341100936828e+00
4.458352687745702203e-02 1.949938225820039173e-05 1.832506202366385867e-02 5.202770330539224553e+00
4.465103297813106248e-02 1.959012672247114684e-05 1.795944246867499372e-02 5.333089600237499006e+00
4.471858326664928523e-02 1.947723413911209371e-05 1.759670501441291945e-02 5.725083297716089703e+00
4.478605955235084868e-02 1.955604573953844576e-05 1.709143063271342453e-02 5.985301667499001610e+00
4.485350718859817259e-02 1.954447596495750836e-05 1.656676492719975913e-02 5.565458748200091676e+00
4.492099778849016622e-02 1.950282514700698688e-05 1.579967511312829753e-02 4.568182879594367307e+00
4.498865150531825702e-02 1.972093047016951854e-05 1.513052449159998404e-02 3.717544376504095638e+00
4.505640541844767311e-02 1.949300852992187370e-05 1.469463411011780012e-02 3.384274304920460441e+00
4.512384129910994995e-02 1.952058867542477816e-05 1.428207031278026957e-02 3.218757524094648659e+00
4.519119525790057934e-02 1.950538609885183798e-05 1.384051911099353806e-02 3.071471259973972412e+00
4.525861587824209220e-02 1.960695968001711337e-05 1.364676801211678336e-02 3.010163986381596768e+00
4.532632680026835864e-02 1.964332444333774367e-05 1.330375869825120051e-02 2.936497680181194170e+00
4.539395680550595280e-02 1.953998786837861159e-05 1.312772059888469775e-02 2.933160924807528769e+00
4.546142195201986758e-02 1.954147815273753907e-05 1.304145262971915555e-02 2.914828206049833170e+00
4.552882493029168642e-02 1.946853875783576901e-05 1.280116307498184967e-02 2.857273327692003040e+00
4.559639250001421701e-02 1.960757794017915353e-05 1.258730209891511555e-02 2.831022025330387049e+00
4.566392806076254723e-02 1.955518364521822221e-05 1.251169385292868683e-02 2.824351611208847146e+00
4.573145860491086706e-02 1.947212707877377609e-05 1.245805733546057753e-02 2.825705987881315551e+00
4.579908559729398143e-02 1.968543778063947669e-05 1.231545470739167300e-02 2.749086652730882818e+00
4.586670015530193434e-02 1.946290296339117282e-05 1.208579807004370871e-02 2.720336154860220734e+00
4.593411681627392745e-02 1.956238766345761964e-05 1.193468444409442365e-02 2.728104621339143332e+00
4.600157059461076892e-02 1.947330501555564393e-05 1.191146017016404129e-02 2.656350440758379783e+00
4.606910237079290399e-02 1.958131535493832069e-05 1.189520056625742971e-02 2.679304325828252953e+00
4.613661594673740957e-02 1.955258645617880420e-05 1.178976960409581533e-02 2.638457393220781100e+00
4.620422763827911061e-02 1.959764307557290076e-05 1.175436994164375491e-02 2.687667348606314288e+00
4.627191654310260083e-02 1.955959615756661446e-05 1.161899045422176008e-02 2.627217097390498690e+00
4.633941631618841706e-02 1.948665654211664854e-05 1.167610035785225653e-02 2.652829510671117497e+00
4.640683580985777851e-02 1.949241281312728504e-05 1.166502567146108019e-02 2.670312815560250019e+00
4.647427824468128299e-02 1.956972376682566234e-05 1.156841304938406763e-02 2.594377686323785959e+00
4.654171674241897733e-02 1.946844587532678986e-05 1.160547848181529493e-02 2.705606090847173739e+00
4.660935134053146439e-02 1.970153964187789912e-05 1.147825400044044826e-02 2.598124915933011980e+00
4.667705590011619887e-02 1.954859010345386027e-05 1.152691166377263314e-02 2.572455404380592281e+00
4.674458553362715457e-02 1.955874824889725791e-05 1.151492648520959644e-02 2.637039397568595067e+00
4.681193318757317229e-02 1.947056778766901173e-05 1.127323918486745208e-02 2.567140040327511308e+00
4.687931661558807084e-02 1.952793861275674996e-05 1.138117740839461253e-02 2.571360060604990228e+00
4.694700982712689957e-02 1.971446936720696089e-05 1.140865617895022062e-02 2.570793070288853066e+00
4.701466591425187275e-02 1.952172099414288973e-05 1.120574872876507408e-02 2.501367303376701212e+00
4.708223688938890927e-02 1.957775636777725755e-05 1.107113543183469578e-02 2.482095939914301663e+00
4.714977122691314110e-02 1.949995160990447340e-05 1.096282070746268031e-02 2.488115945864331380e+00
4.721722356086831274e-02 1.954232248653764369e-05 1.099812605875800410e-02 2.513978056025493402e+00
4.728472326241450058e-02 1.959405274293742410e-05 1.072584238207056721e-02 2.449857790285204562e+00
4.735228049340418910e-02 1.949680450484641935e-05 1.064513420291571776e-02 2.386821137251120106e+00
4.741982000706177619e-02 1.968934949692507398e-05 1.038325337933786174e-02 2.356683692982824763e+00
4.748752274817607394e-02 1.957874313308359106e-05 1.037039214572748128e-02 2.409003316218149227e+00
4.755498431832855255e-02 1.951800902002451255e-05 1.028744392154825292e-02 2.348929071959574788e+00
4.762242284874151910e-02 1.950439192262778281e-05 1.017042147473781223e-02 2.358402611964869333e+00
4.768982497630501471e-02 1.950934315712587956e-05 1.010854380702219842e-02 2.312111815704350981e+00
4.775746352761491009e-02 1.969435083380882383e-05 1.011743520405713505e-02 2.326149170504745012e+00
4.782514240547521694e-02 1.951381630698198553e-05 9.910404916202040712e-03 2.273337055406696727e+00
4.789279961061522484e-02 1.961001639513627971e-05 9.950065324190087226e-03 2.314454671337493163e+00
4.796024505816609551e-02 1.944708130317101527e-05 9.934245223151247015e-03 2.309330128268705984e+00
4.802759551743801536e-02 1.953099090601713263e-05 9.863572606310690161e-03 2.253067477507843641e+00
4.809527334022305201e-02 1.965477877346059389e-05 9.838778985327766707e-03 2.247185992975511137e+00
4.816279633297656376e-02 1.948827946650896271e-05 9.780410445908478342e-03 2.236565423221616555e+00
4.823019481455636387e-02 1.954468647441607709e-05 9.864205533579155707e-03 2.259019894095533498e+00
4.829770139023028402e-02 1.956990801530936056e-05 9.938619295207075030e-03 2.291442944930824233e+00
4.836551707158874558e-02 1.967587558141340056e-05 1.004810885507265682e-02 2.277550507664702906e+00
4.843304712435309023e-02 1.946373211582604540e-05 9.945317501788182579e-03 2.290369766614930302e+00
4.850036931965394371e-02 1.950797924312527916e-05 9.994633493956727247e-03 2.291572743409734159e+00
4.856792643825077332e-02 1.963781788493611997e-05 1.006142339773105111e-02 2.289726410154148351e+00
4.863549311652187734e-02 1.949701960093139892e-05 1.013023672294582206e-02 2.292260833036570578e+00
4.870296997963410868e-02 1.958720512645425828e-05 1.003755188609249498e-02 2.321688577824408295e+00
4.877060347064577500e-02 1.955043472284840133e-05 1.012605962432388401e-02 2.270146177905689289e+00
4.883810103660624069e-02 1.950943659172844007e-05 1.003231819401064623e-02 2.301595668704659037e+00
4.890559256047596892e-02 1.962217714394596187e-05 1.007120292875660940e-02 2.305428784654398378e+00
4.897307620511346521e-02 1.944668589213767223e-05 9.925520141856285575e-03 2.442562954123998598e+00
4.904056522258359169e-02 1.965462773459089596e-05 1.003532448030252169e-02 2.389095733822294232e+00
4.910822569185818720e-02 1.957245071798227961e-05 9.788477103641078647e-03 2.341481139901726127e+00
4.917577033265674302e-02 1.952008006187370525e-05 9.749746091787794486e-03 2.268712033215141144e+00
4.924329644080455842e-02 1.955781001661430565e-05 9.813392851970723779e-03 2.294388919017099848e+00
4.931069853197613678e-02 1.942621065492362286e-05 9.694243622385448692e-03 2.285467701024953779e+00
4.937821232590507842e-02 1.967890328999985646e-05 9.546171974974008642e-03 2.228564264385994864e+00
4.944593859175346051e-02 1.951814542067572685e-05 9.486819728248137643e-03 2.244585738382927964e+00
4.951362896946862741e-02 1.964141060216146039e-05 9.119600007195124980e-03 2.166815923392233945e+00
4.958104858406621462e-02 1.945775186105771687e-05 9.009904004260348154e-03 2.146181905285958536e+00
4.964838078134705540e-02 1.948366155825814939e-05 8.684513489243980006e-03 2.069748285818970857e+00
4.971588476600349860e-02 1.967024047284478535e-05 8.561892382888989378e-03 2.036790866351239959e+00
4.978359839546841331e-02 1.954069646484871668e-05 8.450762252544870984e-03 1.997780477923318143e+00
4.985108242178214882e-02 1.956836059215804439e-05 8.283768062077725286e-03 2.000384577879759984e+00
4.991867998199483319e-02 1.958009932069208438e-05 8.130710829217782307e-03 1.937808381777600397e+00
4.998629349457205107e-02 1.959372396100394898e-05 8.032083417000918796e-03 1.924694792337168670e+00
5.005378877520545722e-02 1.954303938342906978e-05 7.894255788896790971e-03 1.885171262058251918e+00
5.012117400446677168e-02 1.940161220976087235e-05 7.802021742487939317e-03 1.847591956185195450e+00
5.018861027737819142e-02 1.958290433011327920e-05 7.631247601555155372e-03 1.825201095261638429e+00
5.025612868354222690e-02 1.953126353038460393e-05 7.606103321553273067e-03 1.836925432199139285e+00
5.032389315278712472e-02 1.970289629466164387e-05 7.560863647727889686e-03 1.833448269057302848e+00
5.039152978635773328e-02 1.949624526471230185e-05 7.387250008056915097e-03 1.787714042621441513e+00
5.045881652773595571e-02 1.947795225579243472e-05 7.349288838116300147e-03 1.850248400521328440e+00
5.052634424841971617e-02 1.965107746343080675e-05 7.365734923206127514e-03 1.817063931539246724e+00
5.059402321521722784e-02 1.946993343034815517e-05 7.239625469682055801e-03 1.780851406883710686e+00
5.066152201285967216e-02 1.962571413045468072e-05 7.393213602667099427e-03 1.805451530450442599e+00
5.072908276648128295e-02 1.951789671488545741e-05 7.268308637076407487e-03 1.773199975359493141e+00
5.079668271115880818e-02 1.960938559401913180e-05 7.298290242876518188e-03 1.767706980312866216e+00
5.086423230959206260e-02 1.956715442574833306e-05 7.247367924692528496e-03 1.809685203712525059e+00
5.093170697255350321e-02 1.950043161445300614e-05 7.136753932825540790e-03 1.761837029730984217e+00
5.099914232395184183e-02 1.952594752794472701e-05 7.124699259495613328e-03 1.812197740352450515e+00
5.106670982882176302e-02 1.963282315393528437e-05 7.202047515998499620e-03 1.835765089055122257e+00
5.113437701025601995e-02 1.955444543987554630e-05 7.157451376243426609e-03 1.861278166316422622e+00
5.120181090998886242e-02 1.958068593067895788e-05 7.313935746589112288e-03 2.038262408282312865e+00
5.126931940298841417e-02 1.947861243341524588e-05 7.112056057744680845e-03 1.912714583609689045e+00
5.133677354781509411e-02 1.956572880064873999e-05 7.207160902853872175e-03 1.960669158763979070e+00
5.140431705036413446e-02 1.949049806952546078e-05 7.116435766427844749e-03 1.965025629386284445e+00
5.147180671466196344e-02 1.957323088846291736e-05 7.062689294821546115e-03 1.978079358877819605e+00
5.153934125168020686e-02 1.958646061982162448e-05 7.012453559520241859e-03 1.811824291876249937e+00
5.160695883272126833e-02 1.959094670731071036e-05 6.946300251856686418e-03 1.758172159699004311e+00
5.167460918131431408e-02 1.967729152414361254e-05 6.915267805953624267e-03 1.708262352607205381e+00
5.174220100875379091e-02 1.950468010971991654e-05 6.838405311696211901e-03 1.694680758437483892e+00
5.180949950458624276e-02 1.947183256965977043e-05 6.745323277884710152e-03 1.663728339933771672e+00
5.187693840230678949e-02 1.955576492092690036e-05 6.889569258505662090e-03 1.691044004168150261e+00
5.194470874037027813e-02 1.969429630979453269e-05 6.853792587884907465e-03 1.679593566269544480e+00
5.201235330760315551e-02 1.955561412381229792e-05 6.704728838539461902e-03 1.679156071504926961e+00
5.207981570538092880e-02 1.952690534894077715e-05 6.778711153949189099e-03 1.641189438047336857e+00
5.214728736044899754e-02 1.953390418367216628e-05 6.642624910184803146e-03 1.645134978272358328e+00
5.221451123259041732e-02 1.941386161787547521e-05 6.638202895285764960e-03 1.638058569368110229e+00
5.228227022125932211e-02 1.961908967138325046e-05 6.675448145004397871e-03 1.639867928306826039e+00
5.234990730113196766e-02 1.937709910982925838e-05 6.688648743736798873e-03 1.646175366760151082e+00
5.241720486217934377e-02 1.941062600708143049e-05 6.627912986681322276e-03 1.632131192525305252e+00
5.248481592184237737e-02 1.953845400162871243e-05 6.734002368847000035e-03 1.660133028761588303e+00
5.255256738535622058e-02 1.943296319098041417e-05 6.713901217826481228e-03 1.653060048394445092e+00
5.262002847426237168e-02 1.962335129442193565e-05 6.822540686104524958e-03 1.714816903171336726e+00
5.268751190604777784e-02 1.947752433251363912e-05 6.605398008999915568e-03 1.731820424413099024e+00
5.275503571526571345e-02 1.959170765155723490e-05 6.790035241905106010e-03 1.824145707862004695e+00
5.282270985086100212e-02 1.967181753079887501e-05 6.855425860143400142e-03 1.841182696416157949e+00
5.289029287127816614e-02 1.952460705493969727e-05 6.777585931755992707e-03 1.869419436526897682e+00
5.295779125406391286e-02 1.957573619662988424e-05 6.883710989308333521e-03 1.948094233595396796e+00
5.302508636004577003e-02 1.938956744882157062e-05 6.675800977095751494e-03 1.933329044159032728e+00
5.309261979715355906e-02 1.967759429024659300e-05 6.792652565829362249e-03 2.090987234600207856e+00
5.316030960392250510e-02 1.956086965660020440e-05 6.726871821012521575e-03 2.141229174383455724e+00
5.322785387295567161e-02 1.956379285804545848e-05 6.670418942085593571e-03 1.936307845047341658e+00
5.329542330710410059e-02 1.961759371725541176e-05 6.467057420816768598e-03 1.822256747971125579e+00
5.336292202267073348e-02 1.945344225444857946e-05 6.176548721911828514e-03 1.688238755309392713e+00
5.343036434013768987e-02 1.955010779336604108e-05 6.050888125321785861e-03 1.655702418007470644e+00
5.349786934872568372e-02 1.955399771628428212e-05 6.061981695642247071e-03 1.632818952548607427e+00
5.356538472790118438e-02 1.954345252328028404e-05 5.820913215247935403e-03 1.608019892345711188e+00
5.363300181729092897e-02 1.967492157563616525e-05 5.616636792830294843e-03 1.554157518341729105e+00
5.370066538016799590e-02 1.955223425716742436e-05 5.630957924202386299e-03 1.585135337390026544e+00
5.376820378341472251e-02 1.957979967930657207e-05 5.518233925088475433e-03 1.564736598355884523e+00
5.383566113590840252e-02 1.950080543316513610e-05 5.358106774423106004e-03 1.547024009214136075e+00
5.390316387271187198e-02 1.956184133369986644e-05 5.307182014576360650e-03 1.528985651750198960e+00
5.397066402355876064e-02 1.957423840128984832e-05 5.185658393286641209e-03 1.534624273999027233e+00
5.403818661235326726e-02 1.950966351288163037e-05 5.133119175538863183e-03 1.480536651680108395e+00
5.410580336146571939e-02 1.967383934057584898e-05 5.113568388329987717e-03 1.475171443652224745e+00
5.417335807829394556e-02 1.945519080297061418e-05 5.059333824406621154e-03 1.486042624192565942e+00
5.424083877600212322e-02 1.960274347081887491e-05 4.874424509840782904e-03 1.444319566361790041e+00
5.430835189603974711e-02 1.952550497757383203e-05 4.865547116330405826e-03 1.463916676844253528e+00
5.437583188909219517e-02 1.955011415997409089e-05 4.816764971938851739e-03 1.437053556854413605e+00
5.444334559986021421e-02 1.960167726451575454e-05 4.871557849218692213e-03 1.448779327210265366e+00
5.451097390357412947e-02 1.958553854287987684e-05 4.785483574859724157e-03 1.459899633303108457e+00
5.457859866440321200e-02 1.957773295805308620e-05 4.619174040496097124e-03 1.407674819329943539e+00
5.464593077915120417e-02 1.942209031287669895e-05 4.657033085477203967e-03 1.396315760956939211e+00
5.471344676281487962e-02 1.961258789403987787e-05 4.630317906156468551e-03 1.400785220125064345e+00
5.478108987354751713e-02 1.960805155177666108e-05 4.459451542876990450e-03 1.372790657092920696e+00
5.484867323559677876e-02 1.956611382216720527e-05 4.440083425434852328e-03 1.378246188027882901e+00
5.491630712992580376e-02 1.963964509950959724e-05 4.516992778066568695e-03 1.392105572258548474e+00
5.498380548565524190e-02 1.949630505586818444e-05 4.549467674707547392e-03 1.393888574326280549e+00
5.505110776381311188e-02 1.947564314634169728e-05 4.514595828030222233e-03 1.355950650075218755e+00
5.511860175444310145e-02 1.942946169349034390e-05 4.602515010259341718e-03 1.374698308607917641e+00
5.518607480460777093e-02 1.942607403338319385e-05 4.635474486911634814e-03 1.404015206232146484e+00
5.525371728244794084e-02 1.958743776992876736e-05 4.564699988614391926e-03 1.356719523866716459e+00
5.532137845870441911e-02 1.939307643164483563e-05 4.638033401994577989e-03 1.391428038187431548e+00
5.538891638641834508e-02 1.956220052666107881e-05 4.573723201441285552e-03 1.352922026684489021e+00
5.545638552495833762e-02 1.953675987794236557e-05 4.737394737419882776e-03 1.381759355672213641e+00
5.552401316300261541e-02 1.958088659972200262e-05 4.734478200792406437e-03 1.399056908725833770e+00
5.559155504492419714e-02 1.956272121170546228e-05 4.494734374652430836e-03 1.310060921962133973e+00
5.565894050739807197e-02 1.947746091180267177e-05 4.596481610189900695e-03 1.327532151115089265e+00
5.572650164264842526e-02 1.967751036018878708e-05 4.612984568854694781e-03 1.339236695522495468e+00
5.579428328843930029e-02 1.958772420191487828e-05 4.480235656123205193e-03 1.293784685810101420e+00
5.586177783275301373e-02 1.948284039736584788e-05 4.473214525607550202e-03 1.316540988058675365e+00
5.592911800481317752e-02 1.951791286745954430e-05 4.358230944471078866e-03 1.281385188111512585e+00
5.599653751347186820e-02 1.950035135246331455e-05 4.274981163548222454e-03 1.270335481802548294e+00
5.606417039257281798e-02 1.970158829261140941e-05 4.299004353508594292e-03 1.225295403343700018e+00
5.613186565025527625e-02 1.952467615741211904e-05 4.269237114797921548e-03 1.259768345240551257e+00
5.619936365751268537e-02 1.956161416368066113e-05 4.200708443853636183e-03 1.250151059708839663e+00
5.626684024493146946e-02 1.950929278836554238e-05 4.183053495206562333e-03 1.235813996470322307e+00
5.633427733029953977e-02 1.954510960234428688e-05 4.135351824803770206e-03 1.235208881553540028e+00
5.640189312837062124e-02 1.968894854867128547e-05 4.010026911680264136e-03 1.236760794659712115e+00
5.646952360714989350e-02 1.951627741236712995e-05 4.071958418868675510e-03 1.220405251274656155e+00
5.653713819967139814e-02 1.967433962154043950e-05 4.057512740508938988e-03 1.224893921545847197e+00
5.660471316968218591e-02 1.950763085929505168e-05 4.065971724795044116e-03 1.225792452763073026e+00
5.667213590176670840e-02 1.956048231013328800e-05 3.975259636771213967e-03 1.221676887469803852e+00
5.673964417262968019e-02 1.953804396607344580e-05 4.026022132993918590e-03 1.212941082693771433e+00
5.680710496466206960e-02 1.950473025722113633e-05 3.986727913855787724e-03 1.185671610969650347e+00
5.687461205211682969e-02 1.961562470713604177e-05 3.969271179631706122e-03 1.201437102747795693e+00
5.694221731043162815e-02 1.956146116980782453e-05 3.938473928541364084e-03 1.164257221691328059e+00
5.700979953699627373e-02 1.958427284594067955e-05 3.931786780620266826e-03 1.170629019035088758e+00
5.707729297085366998e-02 1.951487464377151885e-05 3.795040518297852078e-03 1.169877914391990847e+00
5.714474017194869082e-02 1.949929881405959380e-05 3.765124370834043929e-03 1.149905373099646466e+00
5.721238914966714217e-02 1.971748914726993438e-05 3.818800384248442325e-03 1.137818638066529164e+00
5.728001642129688931e-02 1.945501154250989077e-05 3.763333984225950522e-03 1.129879296240516195e+00
5.734743670607821836e-02 1.959265712918739361e-05 3.596394108447481183e-03 1.089123663116345675e+00
5.741489688162348948e-02 1.952892928074363038e-05 3.636229294663540466e-03 1.114083268122991743e+00
5.748242647352182905e-02 1.959411763888859259e-05 3.526179297629973130e-03 1.093525267351512786e+00
5.755008616071160404e-02 1.961631175795186164e-05 3.416976243098428494e-03 1.075061001075989342e+00
5.761760019699225382e-02 1.943863708272597940e-05 3.313252837002842507e-03 1.051922486171235072e+00
5.768501723010501653e-02 1.967471783179375357e-05 3.312991496994390460e-03 1.040287557305810573e+00
5.775270428480509810e-02 1.960842463475986940e-05 3.256426252729328549e-03 1.038037004148751441e+00
5.782013906253528207e-02 1.957414599438736183e-05 3.163037307482796656e-03 1.007534664040217409e+00
5.788759113062377087e-02 1.958097935054723502e-05 3.183424546560958187e-03 1.011365757890158257e+00
5.795506059163090667e-02 1.954468215774948165e-05 3.017002725437714639e-03 9.859166505167965555e-01
5.802260646820763673e-02 1.969926668879651662e-05 3.176537505327599754e-03 9.987746140777131743e-01
5.809033685051975815e-02 1.961491889893058826e-05 3.051280093071954622e-03 9.773274791022275032e-01
5.815783680403969341e-02 1.952777465576038371e-05 2.968381837098044498e-03 9.731389970895903963e-01
5.822519386040491546e-02 1.963868619336838300e-05 2.865688389483847433e-03 9.758904334461999674e-01
5.829286343215264038e-02 1.965429165020953224e-05 3.002268804573867376e-03 9.642089076898391342e-01
5.836044843342094030e-02 1.959756285300554894e-05 2.927746294040322640e-03 9.632706238401019805e-01
5.842781802210902931e-02 1.950992574401365541e-05 2.876786262771542039e-03 9.679466695478555760e-01
5.849529571774818998e-02 1.964790745191009327e-05 2.860823085275899808e-03 9.495772961316987226e-01
5.856288462328047145e-02 1.965350315175519092e-05 2.789168601386928827e-03 9.391171534252544806e-01
5.863057890323242899e-02 1.970224962104884280e-05 2.705244653054739070e-03 9.413035062582871815e-01
5.869814879116990597e-02 1.958271173382136428e-05 2.672639613263665635e-03 9.115767002643028194e-01
5.876556243236499832e-02 1.951557048984882439e-05 2.709959190158662320e-03 9.255029691140471693e-01
5.883300474508393330e-02 1.963870229824391688e-05 2.712122366697791460e-03 9.215079100801757406e-01
5.890054402108385601e-02 1.962842855948413685e-05 2.680390537939311962e-03 9.066378298153303650e-01
5.896815064706594639e-02 1.962223525606702395e-05 2.704825436121231254e-03 9.057039498369107156e-01
5.903566102958886924e-02 1.958713240395069873e-05 2.612304033421255535e-03 9.079964860381706249e-01
5.910324499272706644e-02 1.965893705923661930e-05 2.488980663001113224e-03 8.590514130531312631e-01
5.917091588139412883e-02 1.970522992057144817e-05 2.601125342373941836e-03 8.689785149572731848e-01
5.923841002014665347e-02 1.949002919057573249e-05 2.565087902845544603e-03 8.831922457424477013e-01
5.930588272627348306e-02 1.964408703376075964e-05 2.494512033597216100e-03 8.768927514648384713e-01
5.937341876760543480e-02 1.956963911127505691e-05 2.576469993963367844e-03 8.785288069712690051e-01
5.944094997131210006e-02 1.965157549288187359e-05 2.431961120455551628e-03 8.453334371910019573e-01
5.950855792372417019e-02 1.965848298460876937e-05 2.456708007044975436e-03 8.563590541555181623e-01
5.957589434230371045e-02 1.940527216240532895e-05 2.440313884472815678e-03 8.679438158799509528e-01
5.964327508343381101e-02 1.972545525887372590e-05 2.483145347728416344e-03 8.882053103099482039e-01
5.971098343825596150e-02 1.960813508496161124e-05 2.433164966505444934e-03 8.776256811557695547e-01
5.977859031742005502e-02 1.971930081918341814e-05 2.440911928000049236e-03 8.782421477135505805e-01
5.984612681041951571e-02 1.957137693039035544e-05 2.238474308880508690e-03 8.170837184755663785e-01
