# q qerr q^2*I(q) q^2*I(q)err
2.060865080638983951e-02 1.937261465136332178e-05 1.467284990859239573e-02 1.917840127709669318e+01
2.067590943067030076e-02 1.955865097229917888e-05 1.631859137242217331e-02 2.744951653255938240e+01
2.074353187219422912e-02 1.963880521722251353e-05 1.813894594714791225e-02 3.692422608651843774e+01
2.081116343835217805e-02 1.965893700365323310e-05 2.068202636291305990e-02 5.569978682235475276e+01
2.087874087599860679e-02 1.965102166379524779e-05 2.216815951182469699e-02 5.553494405070931350e+01
2.094647070849619402e-02 1.958809516345432226e-05 2.357344847552230241e-02 5.637412209929598106e+01
2.101407230096153864e-02 1.953480592821748931e-05 2.404004899346322971e-02 5.417122635827175969e+01
2.108131967808636251e-02 1.946014560998156464e-05 2.410023699641847608e-02 5.238820494854221721e+01
2.114876206284307253e-02 1.966760716833326354e-05 2.373943735984737277e-02 4.878049880931063598e+01
2.121627031519897691e-02 1.954116009898728136e-05 2.262976810165642436e-02 4.591405375239389741e+01
2.128377494847689608e-02 1.958135581729527946e-05 2.061928542681952178e-02 3.886933766226685094e+01
2.135141429139257585e-02 1.965974311922072263e-05 1.889450443509535504e-02 3.129951183465647091e+01
2.141910732034880971e-02 1.961392943134423173e-05 1.762822589362120565e-02 2.472501160223736250e+01
2.148650004007095562e-02 1.945789565256969867e-05 1.653146198235951048e-02 2.020008518972399614e+01
2.155391444361932224e-02 1.960684364888913979e-05 1.569023580827778180e-02 1.835112281276508739e+01
2.162149436367193783e-02 1.957173818284199053e-05 1.522956784732524584e-02 1.738147107532322622e+01
2.168901796770274226e-02 1.967044398737841044e-05 1.484840718953403527e-02 1.702540864290561728e+01
2.175673159073190921e-02 1.961774617630355461e-05 1.478835350062134707e-02 1.665214417036840544e+01
2.182432136876523085e-02 1.960500882979887750e-05 1.450982343371383897e-02 1.654336737296749149e+01
2.189157293203722321e-02 1.939521295403054190e-05 1.434834037966860668e-02 1.631249576135212820e+01
2.195911773644326770e-02 1.975610299677122933e-05 1.447426281375652386e-02 1.611641989054077229e+01
2.202674673246177162e-02 1.950124654681174621e-05 1.444043041462090768e-02 1.603174939817711930e+01
2.209427554653059511e-02 1.961765118882385705e-05 1.443508999383589196e-02 1.569249544652154782e+01
2.216198012757485472e-02 1.968952612793086181e-05 1.444767912830771141e-02 1.556826500352872067e+01
2.222958995376798225e-02 1.949969897396104128e-05 1.463027968196163771e-02 1.562054218882499512e+01
2.229708208124711252e-02 1.950342645396607966e-05 1.490678168138269942e-02 1.534478367263312037e+01
2.236449797022240296e-02 1.960499108929575986e-05 1.487573631072994229e-02 1.533134023546461044e+01
2.243197416100786365e-02 1.948992107664717993e-05 1.509634327127614556e-02 1.503657560967931062e+01
2.249954438424968395e-02 1.974256244221601585e-05 1.511069831469607529e-02 1.512332898074039278e+01
2.256717318187433791e-02 1.951611166075284601e-05 1.535284098702776635e-02 1.484152263572908126e+01
2.263486907154855371e-02 1.969952866605978405e-05 1.558874103718962262e-02 1.473718290785776652e+01
2.270241255199598185e-02 1.944972692004598682e-05 1.565959198484626058e-02 1.491545675754331945e+01
2.276982397830148996e-02 1.956536049707231127e-05 1.595160666463932980e-02 1.462450169286961810e+01
2.283722842465351135e-02 1.955390704868127224e-05 1.604362342261211882e-02 1.486629227855873303e+01
2.290468406563218179e-02 1.958872093337334563e-05 1.625498657425464635e-02 1.463418484964756239e+01
2.297244651137334698e-02 1.972423000699296717e-05 1.630396871107979082e-02 1.438900276021351132e+01
2.304006494063977339e-02 1.950096928490747055e-05 1.644336135119871950e-02 1.453126552103924496e+01
2.310753878670558994e-02 1.952108727724084246e-05 1.674494470926492229e-02 1.440747414996753406e+01
2.317485195595939476e-02 1.950678100781938365e-05 1.686307595984539234e-02 1.455839082707913157e+01
2.324223736839376234e-02 1.951080629035889229e-05 1.729880958282412756e-02 1.442682204802865797e+01
2.330990608556637866e-02 1.972874991047497001e-05 1.716241989977996055e-02 1.443531411532611664e+01
2.337779170008929749e-02 1.963531804871274022e-05 1.744431970614869834e-02 1.408272102018536032e+01
2.344532812977428646e-02 1.949868927297691298e-05 1.770079675434646851e-02 1.415646657810570552e+01
2.351253394014884285e-02 1.943704715494732943e-05 1.783901699278566191e-02 1.431922868043186448e+01
2.357988203957325432e-02 1.949670667785351064e-05 1.812290285268647327e-02 1.435467955131055540e+01
2.364750097832981832e-02 1.969906293615613296e-05 1.863931741393592967e-02 1.483763530169108691e+01
2.371499395643838007e-02 1.945200779591227806e-05 1.932890566256314016e-02 1.510370130189020976e+01
2.378266900321357805e-02 1.974132126872407664e-05 1.969891258055802424e-02 1.573807005568265893e+01
2.385042339623345484e-02 1.955646983073288246e-05 2.025899399441398810e-02 1.693320814034992949e+01
2.391800911888274095e-02 1.957626723222029698e-05 2.141952514468545635e-02 1.855240803961087792e+01
2.398541985534168378e-02 1.951364774342859433e-05 2.221242561826985984e-02 2.280766174676259794e+01
2.405271228580208032e-02 1.943822442966416285e-05 2.406024829556657058e-02 2.992568588464156321e+01
2.412011500855713864e-02 1.964789352711618527e-05 2.585694891472650400e-02 4.100915159985692071e+01
2.418797384901341316e-02 1.973568061507832797e-05 2.768500428093978449e-02 4.969708325691639317e+01
2.425581324013614815e-02 1.956399759541100841e-05 2.955505966080067617e-02 4.531443411283814982e+01
2.432309265600320763e-02 1.945239374761054534e-05 3.176875602438543333e-02 4.230137803620151971e+01
2.439046319613438416e-02 1.948138914755456186e-05 3.473467041988458071e-02 5.700902397057779325e+01
2.445798590712935580e-02 1.964647523997722141e-05 3.827925854010210543e-02 6.875993674084182317e+01
2.452553792463489993e-02 1.948830212384439233e-05 4.188293343906514948e-02 8.688235876523783929e+01
2.459320518150339557e-02 1.971020143896068540e-05 4.315973001623042010e-02 9.721642346382468247e+01
2.466101261131916841e-02 1.956630932811927339e-05 4.318921581857059627e-02 9.630587738509825613e+01
2.472853848038086486e-02 1.952987551903976631e-05 4.182761865444515476e-02 7.174425521921048698e+01
2.479592133944088367e-02 1.951522196280245931e-05 4.003637914871686909e-02 6.644099021188532106e+01
2.486321246590620163e-02 1.935801964872183820e-05 3.779629397428194842e-02 5.488977842923379313e+01
2.493062226283561042e-02 1.970121919332848276e-05 3.452219242929135262e-02 3.579358275287858504e+01
2.499843957085379556e-02 1.959002155250514916e-05 3.277634931560993725e-02 3.124726794032667243e+01
2.506596068206051395e-02 1.956401835990501787e-05 3.104139266524906168e-02 2.654990646644990449e+01
2.513345859030545124e-02 1.953332431729367378e-05 2.947967929719910729e-02 2.248438911194151402e+01
2.520078442354015472e-02 1.938093598869767469e-05 2.868349247135040109e-02 2.033058974408015374e+01
2.526819451121848498e-02 1.965685465359258630e-05 2.782475679849142486e-02 2.020045400891713072e+01
2.533602409071103109e-02 1.962122572746846947e-05 2.842905015488786380e-02 2.386549076878520736e+01
2.540363365216614586e-02 1.956091498021784238e-05 2.930834139239522212e-02 4.991696908981268166e+01
2.547115303953080556e-02 1.956816507590569649e-05 3.208107520352100617e-02 1.292119471267332926e+02
2.553880317199227687e-02 1.960319411664461497e-05 3.763387569178633374e-02 2.796637869532276000e+02
2.560644424022458926e-02 1.955132778292180361e-05 3.845257499356849462e-02 3.273288622724770107e+02
2.567379438090824570e-02 1.942075479599211028e-05 3.653582188864727687e-02 2.536593734952724901e+02
2.574106422439290456e-02 1.949150026701977555e-05 3.230852833947157193e-02 1.265463455176417398e+02
2.580862353778909726e-02 1.961172328076770868e-05 2.905281703283699168e-02 5.757216245748998773e+01
2.587635499318171120e-02 1.963080001761509215e-05 2.731783966232919150e-02 3.569128518359578095e+01
2.594391087594079270e-02 1.954581796735775344e-05 2.560534528050471131e-02 3.515964209891825476e+01
2.601143297389628753e-02 1.946372935365904813e-05 2.418220674099974196e-02 3.247959874441381345e+01
2.607870333175004232e-02 1.949608820227509149e-05 2.244265398700232700e-02 2.272545646969845379e+01
2.614629104459658890e-02 1.960631643537120056e-05 2.155620035339600449e-02 1.701010797916135431e+01
2.621405708624191186e-02 1.967569453899629606e-05 2.058229253056107280e-02 1.482644885340345375e+01
2.628170122361348643e-02 1.956023627392979242e-05 1.973121348103668363e-02 1.349077794244649198e+01
2.634922168448268834e-02 1.951260345959384136e-05 1.919624185835935165e-02 1.205096937416382197e+01
2.641662827811159381e-02 1.949900591004255371e-05 1.871252807356456674e-02 1.101795478236591563e+01
2.648399427070569079e-02 1.946480893555856855e-05 1.819009991467002846e-02 1.054524388756439990e+01
2.655158139465360612e-02 1.963918229545585003e-05 1.780212818234508734e-02 1.024506685259393102e+01
2.661908058063825952e-02 1.944972090010423619e-05 1.747634197213754348e-02 9.943383264780438324e+00
2.668672297634871668e-02 1.968706664819701147e-05 1.718029848307221427e-02 9.799796283277478537e+00
2.675456141101704988e-02 1.966250359028602767e-05 1.686036331630668544e-02 9.354909139113047445e+00
2.682193742247445875e-02 1.937182883542400125e-05 1.661203368119937990e-02 9.293080473542351783e+00
2.688925921943512501e-02 1.953457880429911603e-05 1.636814707746015590e-02 9.029200094798055076e+00
2.695671285489139105e-02 1.952361258554535195e-05 1.631768325847584439e-02 9.047674152382565893e+00
2.702437151024288109e-02 1.960831291437792746e-05 1.602808670178365591e-02 8.796058920789967317e+00
2.709211291661012266e-02 1.967749308507423764e-05 1.596893773120804105e-02 8.594072250163137028e+00
2.715958483216471958e-02 1.941525144894347391e-05 1.583534740590008746e-02 8.603903688792222226e+00
2.722699082730253503e-02 1.961134170654836749e-05 1.561438812431873747e-02 8.516180882111678230e+00
2.729438579076381641e-02 1.938185613076309091e-05 1.554652898497124909e-02 8.251357293571265572e+00
2.736193289212979565e-02 1.967295594790988863e-05 1.529999744354060449e-02 8.133266513555399868e+00
2.742963461261622646e-02 1.954684405194200949e-05 1.530418474880885192e-02 8.034312486006841780e+00
2.749725166722325961e-02 1.962285411986773093e-05 1.506184354785962409e-02 7.981582229620166835e+00
2.756493919922455016e-02 1.969651107700897311e-05 1.518229443106922094e-02 7.950191736119089470e+00
2.763243738505679822e-02 1.939338434006240944e-05 1.499806062120300799e-02 7.820591311050804073e+00
2.769961537322962117e-02 1.944489300451967799e-05 1.493067727726796363e-02 7.772123158547102229e+00
2.776721113535141061e-02 1.966638113971292450e-05 1.484265317877982160e-02 7.640284227324065647e+00
2.783494516535766489e-02 1.956984335028378498e-05 1.472570364131993610e-02 7.793052767399384351e+00
2.790250460088285200e-02 1.957585411963872908e-05 1.475944523959935549e-02 7.409192149036240238e+00
2.796999445894583769e-02 1.950095357299506791e-05 1.474892071552567734e-02 7.474583641754661834e+00
2.803741836159090450e-02 1.955185340814381468e-05 1.451384340587104707e-02 7.441978209016273382e+00
2.810488311999157288e-02 1.949184266873486680e-05 1.470617116712718934e-02 7.351485449478432521e+00
2.817237023624347483e-02 1.955516589150162437e-05 1.455170798743513245e-02 7.338975854901837792e+00
2.823995730239031374e-02 1.961194532620035431e-05 1.471550022693552187e-02 7.120481685363396096e+00
2.830764885520306237e-02 1.957436167740355778e-05 1.457432589397447686e-02 7.311393834347366116e+00
2.837521771218192226e-02 1.963761884864671008e-05 1.466268706138202510e-02 7.176176511237181366e+00
2.844284061797776320e-02 1.952247270286091088e-05 1.456583568443879997e-02 7.228114209376691690e+00
2.851034616489942636e-02 1.950353454423578905e-05 1.459080285804036960e-02 7.339817666747779690e+00
2.857754558403599945e-02 1.937759263812174781e-05 1.469192075528519444e-02 7.075944092305881838e+00
2.864510977010770523e-02 1.967468706289926157e-05 1.476878131005495559e-02 7.347520631226621468e+00
2.871271945629077366e-02 1.955877279142768379e-05 1.473243287345938311e-02 7.112750403055665416e+00
2.878023367382727057e-02 1.955506726802641349e-05 1.480816342601340603e-02 7.034458716397584688e+00
2.884796269802179444e-02 1.967468423913776648e-05 1.487315637728879938e-02 7.184435850075387542e+00
2.891540150902801448e-02 1.938639443526670933e-05 1.495148258744462451e-02 6.967562213628499812e+00
2.898272368022201256e-02 1.952757145629615049e-05 1.488755830556392178e-02 7.224958044608734475e+00
2.905026295784477602e-02 1.958592627267133668e-05 1.510084751139838775e-02 7.019262983786992649e+00
2.911787757918919001e-02 1.957133715236237701e-05 1.518596460784660089e-02 7.194118337375424055e+00
2.918560354396069340e-02 1.970289382152821080e-05 1.530411881580104501e-02 7.206014713163885865e+00
2.925316681198461902e-02 1.945331501354430071e-05 1.573759932865576722e-02 7.470415507056355153e+00
2.932055769864305717e-02 1.953571690179541328e-05 1.595305308753632370e-02 7.867266633167058210e+00
2.938800496361547096e-02 1.949588524908017181e-05 1.624056893119053477e-02 7.908376019632511245e+00
2.945556987008815172e-02 1.961811737135627716e-05 1.645154597526491888e-02 9.045194822974544024e+00
2.952327255821525151e-02 1.963310799048853693e-05 1.688635423401160796e-02 9.320844977898349981e+00
2.959078740602346172e-02 1.948707312571969084e-05 1.747275669340200496e-02 1.002334210346815091e+01
2.965839555014180423e-02 1.967365539370552642e-05 1.753090606669405888e-02 1.109389958729239822e+01
2.972588427661003452e-02 1.942784502364604992e-05 1.797109620192570076e-02 1.265376625436637070e+01
2.979328757323800037e-02 1.955179748895802215e-05 1.785524586761679314e-02 1.653790932061072994e+01
2.986082102037479827e-02 1.955733177499413143e-05 1.866329987115915648e-02 3.072125461344966979e+01
2.992817790849329473e-02 1.940411908972326064e-05 1.908090995752779670e-02 4.092265947210407973e+01
2.999569779749463108e-02 1.979626678207553806e-05 1.843505769415261855e-02 3.272184314850596820e+01
3.006369962230169210e-02 1.961285648292088933e-05 1.790426532011600222e-02 2.090835968949899737e+01
3.013119341734550941e-02 1.949975548869949034e-05 1.756964927102537197e-02 1.296772149180384481e+01
3.019848897968855847e-02 1.946366983344780582e-05 1.717359140082396970e-02 1.009847633199335526e+01
3.026608599333371202e-02 1.963127418691607687e-05 1.694373920253136948e-02 9.376177759508651732e+00
3.033373976411456868e-02 1.962473509614103581e-05 1.698169365655538554e-02 8.260473439716630395e+00
3.040129507365657915e-02 1.957577057289948316e-05 1.695780189495142004e-02 7.622779896426180812e+00
3.046879002988077401e-02 1.951558806109491149e-05 1.682733781766255696e-02 7.165821963419221952e+00
3.053621971080238556e-02 1.955524040582569398e-05 1.704851910705965784e-02 7.184757830244118182e+00
3.060385797087331050e-02 1.956320956653333549e-05 1.702639032586326581e-02 7.236683294524418386e+00
3.067133506049797564e-02 1.954915161888107393e-05 1.726398379034247213e-02 7.296780089739645092e+00
3.073869780752304728e-02 1.945565983403325675e-05 1.745076500072588119e-02 7.389651155499358026e+00
3.080620527169905185e-02 1.969445899682350829e-05 1.757786195925494996e-02 7.739806074777579425e+00
3.087388115841341318e-02 1.958267500052985604e-05 1.756771171707035076e-02 7.617121111770420505e+00
3.094149727303475289e-02 1.958163696778304788e-05 1.791817494340130351e-02 8.078390077928958135e+00
3.100895160238087769e-02 1.952232108573954996e-05 1.793735364047592887e-02 7.824351476978130826e+00
3.107634957895194158e-02 1.948206040136732942e-05 1.799179099426434850e-02 8.214587395448466722e+00
3.114386594384968218e-02 1.967035524721812340e-05 1.821716699376986145e-02 7.900201106888538938e+00
3.121157251156848889e-02 1.958949887535975232e-05 1.853786013633556412e-02 8.263962981379693318e+00
3.127922631164687522e-02 1.965842930155431445e-05 1.859509003249656608e-02 7.973671136246204050e+00
3.134674561922352887e-02 1.951326407024517402e-05 1.873843031492569006e-02 8.065613035682035914e+00
3.141412869213949799e-02 1.946632774243076233e-05 1.893655058030795438e-02 7.869941445009899006e+00
3.148167887512506175e-02 1.967910646489397458e-05 1.927075857865819322e-02 7.570951916597607578e+00
3.154917838323855611e-02 1.944277981516657046e-05 1.958161698676540510e-02 7.502789131379535625e+00
3.161668155851452000e-02 1.969830283067097740e-05 1.970535803063866442e-02 7.462372898927569942e+00
3.168443131556554493e-02 1.960542337708563412e-05 2.033705420864020258e-02 7.691573584991595602e+00
3.175194329352535455e-02 1.949145982914847252e-05 2.091242836578986394e-02 7.906636788769556112e+00
3.181941615868737888e-02 1.960246822097168174e-05 2.163218669602263305e-02 8.344340377451425539e+00
3.188674651799277421e-02 1.937314806220454843e-05 2.249037901863822075e-02 9.075969287624376491e+00
3.195422096637338255e-02 1.971818451386029959e-05 2.345690905943827176e-02 9.889004186765985693e+00
3.202199958043370348e-02 1.956505737042869294e-05 2.428194881217000251e-02 1.060626050885309191e+01
3.208960034312742515e-02 1.961559389815030130e-05 2.528330861768480348e-02 1.126107182489092651e+01
3.215708217642555128e-02 1.951868239887411078e-05 2.656125030307919868e-02 1.243135589701672039e+01
3.222470048081504945e-02 1.963715287876401880e-05 2.771630461049997413e-02 1.226308418443033155e+01
3.229208089410892657e-02 1.944567810250881395e-05 2.815354059463600483e-02 1.126436210198430210e+01
3.235957803775506986e-02 1.959967622364593672e-05 2.904554040204325102e-02 1.117785903207479592e+01
3.242709641731925108e-02 1.954128271948972405e-05 2.972020945734201933e-02 1.190781876472516032e+01
3.249470181663823704e-02 1.971092992855973014e-05 2.963327970023822353e-02 1.163135007792973497e+01
3.256251714184570795e-02 1.958185932056689068e-05 2.965267204926144359e-02 1.121796190653992475e+01
3.262992894899560681e-02 1.951790960832776962e-05 2.963152141750861890e-02 1.113959031642131059e+01
3.269721994938119131e-02 1.938979485374082361e-05 2.968505939382284908e-02 1.140033558170211592e+01
3.276472994065802308e-02 1.974828411247261755e-05 2.996278827009293128e-02 1.188934342430743740e+01
3.283239884748904297e-02 1.952442300681884075e-05 2.992114481124519276e-02 1.203733745280497303e+01
3.290003479205017706e-02 1.968519070458316287e-05 3.024507578603065697e-02 1.208495415879028734e+01
3.296766313047019142e-02 1.958143801527281977e-05 3.074387418565900296e-02 1.216719263410878327e+01
3.303524374377472123e-02 1.952989020271766118e-05 3.129723917264566613e-02 1.294304669945395325e+01
3.310256612366790224e-02 1.950939312873988793e-05 3.196722010323803376e-02 1.563858162266308227e+01
3.317002212157629110e-02 1.955770631307519904e-05 3.246228421752689330e-02 1.851106154469519893e+01
3.323759884728252900e-02 1.962107053900076828e-05 3.215085276336895198e-02 1.914589776861236814e+01
3.330510421511186092e-02 1.955092765735238025e-05 3.136260717804140175e-02 1.781808756604233679e+01
3.337270584497258052e-02 1.966188980525557687e-05 2.996387296886404358e-02 1.649354700394776430e+01
3.344030167936506287e-02 1.955473315033160188e-05 2.838419142078670368e-02 1.581044885034422087e+01
3.350764498099848693e-02 1.944683962130161269e-05 2.686266019962421300e-02 1.307948765677249092e+01
3.357518384412326584e-02 1.968502081491662931e-05 2.505456841510330518e-02 9.873312543135483565e+00
3.364280406131529844e-02 1.952916259118193132e-05 2.394552494361787756e-02 8.547949974516170002e+00
3.371030985421644838e-02 1.957167719499775337e-05 2.303094000895821586e-02 7.502176784847642388e+00
3.377790218018464352e-02 1.964473715579392941e-05 2.232968398683847847e-02 7.301847793640301454e+00
3.384560712538966371e-02 1.961440259875340964e-05 2.168383754398036170e-02 6.968400654693134300e+00
3.391305003114201966e-02 1.951189992803473096e-05 2.121880926806628959e-02 6.766160128613324609e+00
3.398035707917564097e-02 1.946578984109255861e-05 2.086125080175755750e-02 6.582263907227503985e+00
3.404790339482857003e-02 1.965533016014175670e-05 2.048781192181518829e-02 6.499571232937601195e+00
3.411547534705848539e-02 1.955402445394905804e-05 2.037113364544474586e-02 6.435176947347578391e+00
3.418323257173382784e-02 1.973927887401217892e-05 2.003904743388519247e-02 6.250785459902672869e+00
3.425096765751537570e-02 1.954324352986355789e-05 1.985160536587270153e-02 6.228064327089960273e+00
3.431826006023216968e-02 1.940838005461594312e-05 1.979884605854249566e-02 6.308718256485234654e+00
3.438560970515592424e-02 1.962841518398939091e-05 1.962749983817144508e-02 6.146001056075928837e+00
3.445311887734783113e-02 1.953306921562895335e-05 1.949485414226513960e-02 6.157176935882182178e+00
3.452073410011700233e-02 1.963912171230148160e-05 1.929291924388686422e-02 6.056529621510525985e+00
3.458824785154578779e-02 1.953716251202890190e-05 1.920707661035604003e-02 6.015665234735643629e+00
3.465566674913164030e-02 1.952587808371245457e-05 1.929924878891199971e-02 5.926686232241330288e+00
3.472326256321817822e-02 1.964291091757273500e-05 1.905475917546074413e-02 5.771139139650351524e+00
3.479090389230565100e-02 1.954308414727708005e-05 1.897145398050328197e-02 5.793701974374727115e+00
3.485844618130994055e-02 1.957627240228203966e-05 1.894501192552323909e-02 5.767518276764537433e+00
3.492586295582172928e-02 1.949229933769134845e-05 1.889664109790568924e-02 5.803703533533084880e+00
3.499354918658109659e-02 1.976167613367754225e-05 1.879002492005359126e-02 5.717628666456017861e+00
3.506130773179472193e-02 1.958023067690370459e-05 1.865907418319631347e-02 5.671439408054561149e+00
3.512866523102425864e-02 1.944624741477090469e-05 1.878008956195723750e-02 5.681093987665453149e+00
3.519608763325316608e-02 1.959571423703436850e-05 1.848376563218272206e-02 5.555442633333771418e+00
3.526352264923129920e-02 1.945921636269705711e-05 1.875656721808232133e-02 5.567603931895023450e+00
3.533110904106434580e-02 1.965209064808417328e-05 1.874104313252756074e-02 5.652351235068199919e+00
3.539879346357967943e-02 1.962052030519200615e-05 1.864672438866083609e-02 5.464298351868232650e+00
3.546630378721606774e-02 1.953247075319705615e-05 1.873075466395519167e-02 5.588188492013002495e+00
3.553388685546961939e-02 1.967708208470184711e-05 1.886748784117787264e-02 5.448055376325426025e+00
3.560126915829792821e-02 1.937241614068607880e-05 1.905896943590412382e-02 5.503916866411490361e+00
3.566873556835569586e-02 1.969992484777097710e-05 1.887223817715374952e-02 5.547384244703048140e+00
3.573635149397665772e-02 1.952954681582309924e-05 1.920853568925035004e-02 5.592162192012315458e+00
3.580404502989649462e-02 1.972605153495078311e-05 1.941552407843158412e-02 5.655734376302261168e+00
3.587172290299051741e-02 1.956436377724138029e-05 1.978648142623306433e-02 5.686541369203562013e+00
3.593906082977241234e-02 1.944917818425417904e-05 2.017568060770456168e-02 5.976609808813387659e+00
3.600644495685722396e-02 1.955827185025280012e-05 2.055066365729037170e-02 6.197992545937266229e+00
3.607401511299253294e-02 1.956127129035550402e-05 2.085883671258675562e-02 6.416541388604272811e+00
3.614152396491308178e-02 1.958196728271937025e-05 2.125793145442920334e-02 6.697347098610063831e+00
3.620920620118059374e-02 1.969110355154755015e-05 2.186829946601938704e-02 6.785703868327506605e+00
3.627685565489564140e-02 1.950704228004664930e-05 2.191120133063855641e-02 6.725902770840516354e+00
3.634434162001410479e-02 1.961650720645905652e-05 2.205839860047935017e-02 6.653796098555382343e+00
3.641188166458899506e-02 1.951534846465288685e-05 2.234244070563047233e-02 6.805278826962516625e+00
3.647924194869178044e-02 1.949347722337432405e-05 2.221415125092167028e-02 6.843678313257986368e+00
3.654668776725100016e-02 1.960824012343878817e-05 2.211886528922777165e-02 6.996367801710849044e+00
3.661429754037408973e-02 1.956718242156003966e-05 2.167776484459492045e-02 6.494385377134086035e+00
3.668196868472504285e-02 1.968863687205677553e-05 2.124223476557671880e-02 6.275927428654356710e+00
3.674951404002747835e-02 1.948688862103098939e-05 2.071612360853649498e-02 5.927366727643867961e+00
3.681697713918351267e-02 1.957373070203672320e-05 2.029793116152306051e-02 5.761176038875939653e+00
3.688437661734938339e-02 1.946294943816210052e-05 1.996549364778510069e-02 5.557245277659996319e+00
3.695192416250633188e-02 1.966345278905009397e-05 1.982011460800172861e-02 5.538322552293540646e+00
3.701945596644503483e-02 1.954790753444051566e-05 1.943263167483191833e-02 5.316350977800953892e+00
3.708707528269683529e-02 1.963676986750649249e-05 1.933499661084119373e-02 5.414597953224567384e+00
3.715467373723936595e-02 1.952233897810353537e-05 1.895934597443953498e-02 5.517679986513908119e+00
3.722223006881086177e-02 1.957999759457412073e-05 1.904562837310300183e-02 5.328779898239448087e+00
3.728972307863166746e-02 1.948975169971731277e-05 1.896352152368907529e-02 5.393576958057181514e+00
3.735715014558936564e-02 1.957900128057027135e-05 1.868448609884180295e-02 5.318363096877650520e+00
3.742457592691415119e-02 1.946493806930543638e-05 1.877396697100191733e-02 5.143343590206338689e+00
3.749228580641963265e-02 1.977967083722446257e-05 1.846516492244558091e-02 5.052997806418266791e+00
3.756005052579312886e-02 1.953382982896354430e-05 1.844888814169527019e-02 4.944267218258027619e+00
3.762750179332512157e-02 1.955047314930047833e-05 1.867485098047858699e-02 5.058017700230405644e+00
3.769479425562738406e-02 1.944842715540699715e-05 1.861328820842357915e-02 5.072989005122609640e+00
3.776237432106393371e-02 1.966513196353434734e-05 1.842036061583709680e-02 5.072187043201079604e+00
3.782997832869248317e-02 1.956854097152906736e-05 1.875624958116868871e-02 5.136681180395323842e+00
3.789755046996172438e-02 1.958822315611002160e-05 1.885508042842587439e-02 5.178721383086719143e+00
3.796520782223852114e-02 1.964562441146794095e-05 1.910170612811262769e-02 5.255714831824758626e+00
3.803269547420163460e-02 1.946080881172798074e-05 1.950496536996036701e-02 5.496013385608741864e+00
3.810006005331539880e-02 1.955558930976218109e-05 1.998177902417937885e-02 5.728760482171677992e+00
3.816749706245511908e-02 1.954732699167807634e-05 2.052391784853970988e-02 6.609430245922624181e+00
3.823502117798181776e-02 1.957800777545042368e-05 2.170245241406278808e-02 9.141929448874906328e+00
3.830280900617681616e-02 1.971841073168780688e-05 2.306532217830066511e-02 1.666947622660734396e+01
3.837046716816739506e-02 1.950784766618849080e-05 2.398859117327751742e-02 2.539809740742019883e+01
3.843780472377528873e-02 1.951732446436200082e-05 2.499901700604756360e-02 3.333200200667835844e+01
3.850524506749509329e-02 1.955318649994055268e-05 2.538087027051365296e-02 3.299032811701382428e+01
3.857279222465898050e-02 1.953113738984470283e-05 2.488950416582490222e-02 2.421439799813683180e+01
3.864041732656317563e-02 1.967015338244499959e-05 2.403295006341486448e-02 1.497783696846450319e+01
3.870799165976242934e-02 1.951808526433284103e-05 2.277621134759282018e-02 9.783039885336597408e+00
3.877544722773102609e-02 1.957330579762139695e-05 2.204574987705683331e-02 9.140195334965374840e+00
3.884293822547276592e-02 1.951716262686591907e-05 2.088842729589035843e-02 8.184087962559457807e+00
3.891059234731530231e-02 1.963112610741613788e-05 1.992752830010959680e-02 6.883759805977049950e+00
3.897812330284446819e-02 1.952037715098339660e-05 1.908821781977481161e-02 5.659240945830844360e+00
3.904556960501142510e-02 1.954165874151068524e-05 1.821073736811681942e-02 5.114385700414390890e+00
3.911316308564631583e-02 1.963062411574857051e-05 1.743236127000530669e-02 4.598244825147174808e+00
3.918071705075758943e-02 1.956828998116278648e-05 1.705023198332216924e-02 4.557637812718378534e+00
3.924834043559530944e-02 1.960661883314158543e-05 1.643201062660513620e-02 4.319321659306528893e+00
3.931575401810942505e-02 1.945919107907482213e-05 1.628427651501559645e-02 4.253089068323840927e+00
3.938310059772311827e-02 1.947348853878048635e-05 1.583436175277116997e-02 4.202214880310128464e+00
3.945061261760800242e-02 1.962903714401824644e-05 1.565726976206128010e-02 4.148812161408757859e+00
3.951837798435074017e-02 1.964402101198229179e-05 1.534202756222659801e-02 3.950871631193924483e+00
3.958604669706265733e-02 1.959736203567819578e-05 1.516020220850078544e-02 3.962225925311073205e+00
3.965348808714689449e-02 1.949765644183415166e-05 1.501158167701003091e-02 3.845154292586239642e+00
3.972096953742503683e-02 1.956493541841511816e-05 1.464911706553080444e-02 3.803105233745252889e+00
3.978853829432055927e-02 1.961831339489190023e-05 1.475059580844824761e-02 3.765090179316638697e+00
3.985608428741841541e-02 1.948979890703647207e-05 1.456161782734222837e-02 3.727751583222266962e+00
3.992350166703403924e-02 1.958188575348984589e-05 1.455776078307144394e-02 3.764002154324932015e+00
3.999111296155868911e-02 1.963177549286702743e-05 1.449702751507849462e-02 3.751488169863623767e+00
4.005878653584730997e-02 1.957853687532396371e-05 1.436459432630292875e-02 3.687649463291818197e+00
4.012623617525219732e-02 1.950487861712390573e-05 1.435505014317888656e-02 3.677154208125744006e+00
4.019351523917707308e-02 1.939997338572361864e-05 1.430186438522002695e-02 3.702368668171522437e+00
